,unified_id,ident,gps_code,latitude_deg,longitude_deg,timezone
40527,KN66,KN66,,42.5247,-75.0644,America/New_York
40528,KN68,KN68,KN68,39.973099,-77.643303,America/New_York
40529,KN71,KN71,KN71,40.09220123291016,-76.57440185546875,America/New_York
40530,KN73,KN73,JY73,39.904202,-74.749496,America/New_York
40531,KN79,KN79,KN79,40.836899,-76.552498,America/New_York
40532,KN81,KN81,KN81,39.6675,-74.757698,America/New_York
40533,KN82,KN82,,41.597991,-74.459467,America/New_York
40534,KN87,KN87,N87,40.21390152,-74.60179901,America/New_York
40535,KN89,KN89,KN89,41.728773,-74.376923,America/New_York
40536,KN94,KN94,KN94,40.187901,-77.174301,America/New_York
40537,KN96,KN96,KN96,40.885502,-77.816299,America/New_York
40538,KN98,KN98,KN98,45.208302,-84.990303,America/Detroit
40539,KNBC,KNBC,KNBC,32.4774017334,-80.723197937,America/New_York
40540,KNBG,KNBG,KNBG,29.82530022,-90.03500366,America/Chicago
40541,KNBJ,KNBJ,KNBJ,30.389099121100003,-87.63529968259999,America/Chicago
40542,KNCA,KNCA,KNCA,34.708401,-77.439697,America/New_York
40543,KNDY,KNDY,KNDY,38.3325,-77.037201,America/New_York
40544,KNDZ,KNDZ,KNDZ,30.704399,-87.023003,America/Chicago
40545,KNEL,KNEL,KNEL,40.03329849,-74.353302,America/New_York
40546,KNEN,KNEN,KNEN,30.353900909424,-81.87190246582,America/New_York
40547,KNEW,KNEW,KNEW,30.042400360107,-90.028297424316,America/Chicago
40548,KNFD,KNFD,KNFD,30.5077,-87.6455,America/Chicago
40549,KNFE,KNFE,KNFE,36.691641,-76.134996,America/New_York
40550,KNFG,KNFG,KNFG,33.30130005,-117.3550034,America/Los_Angeles
40551,KNFJ,KNFJ,KNFJ,30.506901,-86.959702,America/Chicago
40552,KNFL,KNFL,KNFL,39.41659927,-118.7009964,America/Los_Angeles
40553,KNFW,KNFW,KNFW,32.769199,-97.441498,America/Chicago
40554,KNGP,KNGP,KNGP,27.6926,-97.2911,America/Chicago
40555,KNGS,KNGS,KNGS,30.6108,-86.940002,America/Chicago
40556,KNGU,KNGU,KNGU,36.937599,-76.289299,America/New_York
40557,KNGW,KNGW,KNGW,27.704426,-97.440578,America/Chicago
40558,KNHK,KNHK,KNHK,38.285999,-76.411797,America/New_York
40559,KNHU,KNHU,KNHU,36.955636,-76.30353,America/New_York
40560,KNID,KNID,KNID,35.6853981,-117.6920013,America/Los_Angeles
40561,KNIP,KNIP,KNIP,30.2358,-81.680603,America/New_York
40562,KNJK,KNJK,KNJK,32.829201,-115.671996,America/Los_Angeles
40563,KNJM,KNJM,KNJM,34.690399,-77.029701,America/New_York
40564,KNJW,KNJW,KNJW,32.798529,-88.834333,America/Chicago
40565,KNKT,KNKT,KNKT,34.900902,-76.880699,America/New_York
40566,KNKX,KNKX,KNKX,32.86840057,-117.1429977,America/Los_Angeles
40567,KNLC,KNLC,KNLC,36.33300018,-119.9520035,America/Los_Angeles
40568,KNLW,KNLW,KNLW,41.5038888889,-71.3258333333,America/New_York
40569,KNMM,KNMM,KNMM,32.5531,-88.55406,America/Chicago
40570,KNOG,KNOG,KNOG,27.9011,-98.051697,America/Chicago
40571,KNOW,KNOW,KNOW,48.141499,-123.414001,America/Los_Angeles
40572,KNPA,KNPA,KNPA,30.352699,-87.318604,America/Chicago
40573,KNPI,KNPI,KNPI,30.5430555556,-87.3680555556,America/Chicago
40574,KNQA,KNQA,KNQA,35.356701,-89.8703,America/Chicago
40575,KNQB,KNQB,KNQB,30.563601,-87.8097,America/Chicago
40576,KNQI,KNQI,KNQI,27.5072002411,-97.8097000122,America/Chicago
40577,KNQX,KNQX,KNQX,24.57579994,-81.68890381,America/New_York
40578,KNRA,KNRA,KNRA,48.18830108642578,-122.63200378417967,America/Los_Angeles
40579,KNRB,KNRB,KNRB,30.3911,-81.424698,America/New_York
40580,KNRN,KNRN,KNRN,39.850399017333984,-99.89469909667967,America/Chicago
40581,KNRQ,KNRQ,KNRQ,30.62529945373535,-87.13999938964844,America/Chicago
40582,KNRS,KNRS,KNRS,32.5667,-117.116997,America/Los_Angeles
40583,KNSE,KNSE,KNSE,30.7241993,-87.02189636,America/Chicago
40584,KNSI,KNSI,KNSI,33.23979949951172,-119.45800018310548,America/Los_Angeles
40585,KNSX,KNSX,KNSX,30.815084,-87.167991,America/Chicago
40586,KNTD,KNTD,KNTD,34.120300293,-119.121002197,America/Los_Angeles
40587,KNTU,KNTU,KNTU,36.820702,-76.033501,America/New_York
40588,KNUC,KNUC,KNUC,33.02270126,-118.5879974,America/Los_Angeles
40589,KNUI,KNUI,KNUI,38.144222,-76.426892,America/New_York
40590,KNUQ,KNUQ,KNUQ,37.4161,-122.049004,America/Los_Angeles
40591,KNUW,KNUW,KNUW,48.351799,-122.655998,America/Los_Angeles
40592,KNVD,KNVD,KNVD,37.8521,-94.304901,America/Chicago
40593,KNVI,KNVI,KNVI,30.6996994019,-87.195602417,America/Chicago
40594,KNWL,KNWL,KNWL,27.635,-97.312202,America/Chicago
40595,KNXP,KNXP,KNXP,34.2962,-116.162003,America/Los_Angeles
40596,KNY0,KNY0,KNY0,42.998199,-74.329597,America/New_York
40597,KNY2,KNY2,NY25,43.085376,-76.295199,America/New_York
40598,KNYG,KNYG,KNYG,38.501701,-77.305298,America/New_York
40599,KNYL,KNYL,KNYL,32.650938,-114.609375,America/Phoenix
40600,KNZX,KNZX,KNZX,30.6807003021,-86.8871994019,America/Chicago
40601,KNZY,KNZY,KNZY,32.69919968,-117.2149963,America/Los_Angeles
40602,KO02,KO02,,39.818501,-120.352997,America/Los_Angeles
40603,KO05,KO05,KO05,40.28239822387695,-121.24099731445312,America/Los_Angeles
40604,KO08,KO08,KO08,39.17900085,-121.9929962,America/Los_Angeles
40605,KO09,KO09,KO09,39.790199,-123.265999,America/Los_Angeles
40606,KO11,KO11,,35.757,-94.649902,America/Chicago
40607,KO15,KO15,KO15,37.48740005493164,-120.6969985961914,America/Los_Angeles
40608,KO16,KO16,KO16,40.08599853515625,-123.81400299072266,America/Los_Angeles
40609,KO20,KO20,KO20,38.091599,-121.359001,America/Los_Angeles
40610,KO22,KO22,O22,38.0303993225,-120.415000916,America/Los_Angeles
40611,KO24,KO24,O24,37.9583015442,-119.107002258,America/Los_Angeles
40612,KO26,KO26,,36.588299,-118.052002,America/Los_Angeles
40613,KO27,KO27,O27,37.75630188,-120.8000031,America/Los_Angeles
40614,KO28,KO28,,39.451322,-123.372356,America/Los_Angeles
40615,KO32,KO32,KO32,36.66630172729492,-119.4499969482422,America/Los_Angeles
40616,KO35,KO35,KO35,34.705293,-99.908566,America/Chicago
40617,KO37,KO37,KO37,39.72119903564453,-122.14700317382812,America/Los_Angeles
40618,KO41,KO41,,38.673901,-121.872002,America/Los_Angeles
40619,KO42,KO42,KO42,36.39879989624024,-119.10700225830078,America/Los_Angeles
40620,KO43,KO43,O43,39.0041007996,-119.157997131,America/Los_Angeles
40621,KO46,KO46,KO46,41.480786,-122.454791,America/Los_Angeles
40622,KO47,KO47,KO47,35.4822998046875,-96.71869659423828,America/Chicago
40623,KO52,KO52,KO52,39.12369918823242,-121.6050033569336,America/Los_Angeles
40624,KO53,KO53,KO53,36.7906,-97.749001,America/Chicago
40625,KO54,KO54,KO54,40.74570083618164,-122.9219970703125,America/Los_Angeles
40626,KO57,KO57,,38.26386,-119.222775,America/Los_Angeles
40627,KO59,KO59,KO59,41.55270004272461,-120.16600036621094,America/Los_Angeles
40628,KO60,KO60,O60,38.77600098,-122.9929962,America/Los_Angeles
40629,KO61,KO61,,38.683998,-120.987999,America/Los_Angeles
40630,KO65,KO65,,36.112499,-98.308701,America/Chicago
40631,KO69,KO69,O69,38.25780106,-122.6060028,America/Los_Angeles
40632,KO70,KO70,KJAQ,38.376801,-120.793999,America/Los_Angeles
40633,KO79,KO79,KO79,39.581001,-120.353996,America/Los_Angeles
40634,KO81,KO81,KO81,41.88740158081055,-121.35900115966795,America/Los_Angeles
40635,KO86,KO86,KO86,40.98320007324219,-122.69400024414062,America/Los_Angeles
40636,KO88,KO88,KO88,38.19340133666992,-121.7040023803711,America/Los_Angeles
40637,KO89,KO89,KO89,41.018798828125,-121.43299865722656,America/Los_Angeles
40638,KOAJ,KOAJ,KOAJ,34.829201,-77.612099,America/New_York
40639,KOAK,KOAK,KOAK,37.720085,-122.221184,America/Los_Angeles
40640,KOAR,KOAR,KOAR,36.68190002,-121.762001,America/Los_Angeles
40641,KOBE,KOBE,KOBE,27.2628002167,-80.8498001099,America/New_York
40642,KOBI,KOBI,KOBI,39.2192,-74.7948,America/New_York
40643,KOCF,KOCF,KOCF,29.17259979,-82.22419739,America/New_York
40644,KOCH,KOCH,KOCH,31.57799911,-94.70950317,America/Chicago
40645,KOCQ,KOCQ,KOCQ,44.874286,-87.91171,America/Chicago
40646,KOCW,KOCW,KOCW,35.570499420166,-77.049797058105,America/New_York
40647,KODO,KODO,KODO,31.920601,-102.387001,America/Chicago
40648,KODX,KODX,KODX,41.62419891357422,-98.95240020751952,America/Chicago
40649,KOEA,KOEA,KOEA,38.68521,-87.543138,America/Chicago
40650,KOEB,KOEB,KOEB,41.933399,-85.052597,America/Detroit
40651,KOEL,KOEL,KOEL,39.109901428222656,-100.81600189208984,America/Chicago
40652,KOEO,KOEO,KOEO,45.310001,-92.691902,America/Chicago
40653,KOFF,KOFF,KOFF,41.119307,-95.90851,America/Chicago
40654,KOFK,KOFK,KOFK,41.985500335693,-97.435096740723,America/Chicago
40655,KOFP,KOFP,KOFP,37.709,-77.436699,America/New_York
40656,KOGA,KOGA,KOGA,41.119499,-101.769997,America/Denver
40657,KOGB,KOGB,KOGB,33.456798553467,-80.859497070312,America/New_York
40658,KOGD,KOGD,KOGD,41.195899963379,-112.0120010376,America/Denver
40659,KOGM,KOGM,KOGM,46.845501,-89.367104,America/Detroit
40660,KOGS,KOGS,KOGS,44.6819,-75.4655,America/New_York
40661,KOIC,KOIC,KOIC,42.566600799561,-75.524101257324,America/New_York
40662,KOIN,KOIN,KOIN,39.83390045166016,-100.53900146484376,America/Chicago
40663,KOJA,KOJA,KOJA,35.5448,-98.668503,America/Chicago
40664,KOJC,KOJC,KOJC,38.84759903,-94.73760223,America/Chicago
40665,KOKB,KOKB,KOKB,33.217947,-117.351683,America/Los_Angeles
40666,KOKC,KOKC,KOKC,35.393388,-97.598248,America/Chicago
40667,KOKH,KOKH,KOKH,48.251499176,-122.674003601,America/Los_Angeles
40668,KOKK,KOKK,KOKK,40.528198242188,-86.05899810791,America/Indiana/Indianapolis
40669,KOKM,KOKM,KOKM,35.668098449707,-95.948699951172,America/Chicago
40670,KOKS,KOKS,KOKS,41.401001,-102.355003,America/Denver
40671,KOKV,KOKV,KOKV,39.14350128,-78.14440155,America/New_York
40672,KOKZ,KOKZ,KOKZ,32.96670150756836,-82.83820343017578,America/New_York
40673,KOLD,KOLD,KOLD,44.952801,-68.674301,America/New_York
40674,KOLE,KOLE,KOLE,42.241199,-78.371399,America/New_York
40675,KOLF,KOLF,KOLF,48.094501,-105.574997,America/Denver
40676,KOLG,KOLG,KOLG,46.3148,-91.816399,America/Chicago
40677,KOLM,KOLM,KOLM,46.969399,-122.903,America/Los_Angeles
40678,KOLS,KOLS,KOLS,31.4177,-110.848,America/Phoenix
40679,KOLU,KOLU,KOLU,41.448145,-97.340174,America/Chicago
40680,KOLV,KOLV,KOLV,34.9786987305,-89.78690338130001,America/Chicago
40681,KOLY,KOLY,KOLY,38.721802,-88.176399,America/Chicago
40682,KOLZ,KOLZ,KOLZ,42.680889,-91.97372,America/Chicago
40683,KOMA,KOMA,KOMA,41.3032,-95.894096,America/Chicago
40684,KOMH,KOMH,KOMH,38.2472,-78.045601,America/New_York
40685,KOMK,KOMK,KOMK,48.4644012451,-119.517997742,America/Los_Angeles
40686,KOMN,KOMN,KOMN,29.300600051879883,-81.11360168457031,America/New_York
40687,KONA,KONA,KONA,44.077202,-91.708298,America/Chicago
40688,KONL,KONL,KONL,42.468916,-98.686989,America/Chicago
40689,KONM,KONM,KONM,34.022499,-106.903,America/Denver
40690,KONO,KONO,KONO,44.0198,-117.013289,America/Boise
40691,KONP,KONP,KONP,44.580399,-124.057999,America/Los_Angeles
40692,KONT,KONT,KONT,34.056,-117.600998,America/Los_Angeles
40693,KONX,KONX,KONX,36.398899,-76.016296,America/New_York
40694,KONY,KONY,KONY,33.350899,-98.819199,America/Chicago
40695,KONZ,KONZ,KONZ,42.099098,-83.161499,America/Detroit
40696,KOOA,KOOA,KOOA,41.2262,-92.493896,America/Chicago
40697,KOPF,KOPF,KOPF,25.907,-80.278397,America/New_York
40698,KOPL,KOPL,KOPL,30.558399,-92.099403,America/Chicago
40699,KOPN,KOPN,KOPN,32.95460129,-84.26319885,America/New_York
40700,KOQN,KOQN,KOQN,39.990101,-75.581902,America/New_York
40701,KOQU,KOQU,KOQU,41.597099304199,-71.412101745605,America/New_York
40702,KOQW,KOQW,KOQW,42.050703,-90.739217,America/Chicago
40703,KORB,KORB,KORB,48.0159,-92.856102,America/Chicago
40704,KORD,KORD,KORD,41.9786,-87.9048,America/Chicago
40705,KORE,KORE,KORE,42.570098877,-72.2885971069,America/New_York
40706,KORF,KORF,KORF,36.895341,-76.201,America/New_York
40707,KORG,KORG,KORG,30.069201,-93.800903,America/Chicago
40708,KORH,KORH,KORH,42.2673,-71.875702,America/New_York
40709,KORK,KORK,KORK,34.83309937,-92.25409698,America/Chicago
40710,KORL,KORL,KORL,28.5455,-81.332901,America/New_York
40711,KORS,KORS,KORS,48.708199,-122.910004,America/Los_Angeles
40712,KOSA,KOSA,KOSA,33.095501,-94.961502,America/Chicago
40713,KOSC,KOSC,KOSC,44.451599,-83.394096,America/Detroit
40714,KOSH,KOSH,KOSH,43.98440170288086,-88.55699920654297,America/Chicago
40715,KOSU,KOSU,KOSU,40.0798,-83.072998,America/New_York
40716,KOSX,KOSX,KOSX,33.090302,-89.542,America/Chicago
40717,KOTG,KOTG,KOTG,43.65477,-95.577364,America/Chicago
40718,KOTH,KOTH,KOTH,43.41709899902344,-124.24600219726562,America/Los_Angeles
40719,KOTM,KOTM,KOTM,41.106368,-92.449837,America/Chicago
40720,KOUN,KOUN,KOUN,35.2456,-97.472099,America/Chicago
40721,KOVE,KOVE,KOVE,39.487800598145,-121.62200164795,America/Los_Angeles
40722,KOVL,KOVL,KOVL,44.778599,-95.032799,America/Chicago
40723,KOVO,KOVO,KOVO,39.045601,-85.605301,America/Indiana/Indianapolis
40724,KOVS,KOVS,KOVS,43.160198,-90.675499,America/Chicago
40725,KOWA,KOWA,KOWA,44.123402,-93.260597,America/Chicago
40726,KOWB,KOWB,KOWB,37.74010086,-87.16680145,America/Chicago
40727,KOWD,KOWD,KOWD,42.1904983521,-71.1728973389,America/New_York
40728,KOWI,KOWI,KOWI,38.5387,-95.252998,America/Chicago
40729,KOWK,KOWK,KOWK,44.7155,-69.866501,America/New_York
40730,KOWP,KOWP,KOWP,36.175301,-96.151802,America/Chicago
40731,KOWX,KOWX,KOWX,41.035599,-83.982002,America/New_York
40732,KOXB,KOXB,KOXB,38.310398,-75.124001,America/New_York
40733,KOXC,KOXC,KOXC,41.47859954834,-73.135200500488,America/New_York
40734,KOXD,KOXD,KOXD,39.50230026,-84.78440094,America/New_York
40735,KOXI,KOXI,KOXI,41.330098,-86.662302,America/Indiana/Knox
40736,KOXR,KOXR,KOXR,34.200801849365,-119.20700073242,America/Los_Angeles
40737,KOXV,KOXV,KOXV,41.298901,-93.1138,America/Chicago
40738,KOY,KOY,KOY,57.161499,-154.229996,America/Anchorage
40739,KOYM,KOYM,KOYM,41.412498474121,-78.502601623535,America/New_York
40740,KOZA,KOZA,KOZA,30.735300064087,-101.20300292969,America/Chicago
40741,KOZR,KOZR,KOZR,31.27569962,-85.71340179,America/Chicago
40742,KOZW,KOZW,KOZW,42.62919998,-83.98210144,America/Detroit
40743,KP-0001,KP-0001,,41.8013,129.854996,Asia/Pyongyang
40744,KP-0002,KP-0002,,38.00739,125.777321,Asia/Pyongyang
40745,KP-0003,KP-0003,,39.792215,127.535906,Asia/Pyongyang
40746,KP-0005,KP-0005,,38.131113,125.233154,Asia/Pyongyang
40747,KP-0006,KP-0006,,39.902648,125.489503,Asia/Pyongyang
40748,KP-0007,KP-0007,,38.333801,126.869003,Asia/Pyongyang
40749,KP-0008,KP-0008,,39.18392,127.396839,Asia/Pyongyang
40750,KP-0009,KP-0009,,40.087216,124.407721,Asia/Pyongyang
40751,KP-0010,KP-0010,,39.321085,125.897913,Asia/Pyongyang
40752,KP-0011,KP-0011,,39.017583,125.844913,Asia/Pyongyang
40753,KP-0012,KP-0012,,39.731218,125.110159,Asia/Pyongyang
40754,KP-0013,KP-0013,,38.864707,127.904034,Asia/Pyongyang
40755,KP-0014,KP-0014,,38.732703,126.659875,Asia/Pyongyang
40756,KP-0015,KP-0015,,38.690201,126.606003,Asia/Pyongyang
40757,KP-0016,KP-0016,,40.91260147094727,129.30799865722656,Asia/Pyongyang
40758,KP-0017,KP-0017,,39.16088,126.042452,Asia/Pyongyang
40759,KP-0018,KP-0018,,39.753657,125.902119,Asia/Pyongyang
40760,KP-0019,KP-0019,,38.613517,127.452393,Asia/Pyongyang
40761,KP-0020,KP-0020,ZKHW,38.653459,125.78888,Asia/Pyongyang
40762,KP-0021,KP-0021,,40.0795,124.498079,Asia/Pyongyang
40763,KP-0022,KP-0022,ZKPN,39.505001,125.963997,Asia/Pyongyang
40764,KP-0023,KP-0023,,38.909402,125.232553,Asia/Pyongyang
40765,KP-0024,KP-0024,,38.59404,126.526558,Asia/Pyongyang
40766,KP-0025,KP-0025,,39.996257,127.611694,Asia/Pyongyang
40767,KP-0026,KP-0026,,39.049541,125.806131,Asia/Pyongyang
40768,KP-0027,KP-0027,,40.180709,127.539425,Asia/Pyongyang
40769,KP-0028,KP-0028,,38.844721,126.066828,Asia/Pyongyang
40770,KP-0030,KP-0030,,39.882894,125.158621,Asia/Pyongyang
40771,KP-0031,KP-0031,,39.927444,125.207748,Asia/Pyongyang
40772,KP-0033,KP-0033,,39.098389,127.415331,Asia/Pyongyang
40773,KP-0034,KP-0034,,38.48225,126.858788,Asia/Pyongyang
40774,KP-0035,KP-0035,,40.6814,128.151001,Asia/Pyongyang
40775,KP-0036,KP-0036,,40.364375,127.264252,Asia/Pyongyang
40776,KP-0037,KP-0037,,38.251763,125.964067,Asia/Pyongyang
40777,KP-0038,KP-0038,,40.359822,128.720584,Asia/Pyongyang
40778,KP-0039,KP-0039,,38.425487,125.019093,Asia/Pyongyang
40779,KP-0040,KP-0040,,39.482282,127.322102,Asia/Pyongyang
40780,KP-0041,KP-0041,,38.913877,125.821309,Asia/Pyongyang
40781,KP-0042,KP-0042,,38.70271,126.284709,Asia/Pyongyang
40782,KP-0043,KP-0043,,39.99343,125.365505,Asia/Pyongyang
40783,KP-0044,KP-0044,,41.674386,129.676437,Asia/Pyongyang
40784,KP-0045,KP-0045,,39.918522,124.840465,Asia/Pyongyang
40785,KP-0046,KP-0046,,38.356398,126.219242,Asia/Pyongyang
40786,KP-0047,KP-0047,,39.675749,125.682735,Asia/Pyongyang
40787,KP-0048,KP-0048,,38.719369,126.721072,Asia/Pyongyang
40788,KP-0049,KP-0049,,41.943835,128.851111,Asia/Pyongyang
40789,KP-0050,KP-0050,,37.93225,125.419664,Asia/Pyongyang
40790,KP-0051,KP-0051,,39.271002,127.320728,Asia/Pyongyang
40791,KP-0052,KP-0052,,38.232045,126.264153,Asia/Pyongyang
40792,KP-0053,KP-0053,,41.139365,126.356764,Asia/Pyongyang
40793,KP-0054,KP-0054,,39.652888,126.670218,Asia/Pyongyang
40794,KP-0055,KP-0055,,41.560539,129.630411,Asia/Pyongyang
40795,KP-0056,KP-0056,,41.249741,129.563699,Asia/Pyongyang
40796,KP-0057,KP-0057,,38.836632,127.861977,Asia/Pyongyang
40797,KP-0058,KP-0058,,38.673885,126.923718,Asia/Pyongyang
40798,KP-0059,KP-0059,,38.130269,125.849204,Asia/Pyongyang
40799,KP-0060,KP-0060,,41.377581,128.203583,Asia/Pyongyang
40800,KP-0061,KP-0061,,38.658035,127.650039,Asia/Pyongyang
40801,KP-0062,KP-0062,,38.726405,126.680287,Asia/Pyongyang
40802,KP-0063,KP-0063,,38.22773,125.136251,Asia/Pyongyang
40803,KP-0064,KP-0064,,38.548316,125.337203,Asia/Pyongyang
40804,KP-0065,KP-0065,,40.122978,125.87122,Asia/Pyongyang
40805,KP-0066,KP-0066,,40.026228,126.175337,Asia/Pyongyang
40806,KP-0067,KP-0067,,40.028699,126.192741,Asia/Pyongyang
40807,KP-0068,KP-0068,,38.663481,126.586618,Asia/Pyongyang
40808,KP-0069,KP-0069,,39.49,125.995417,Asia/Pyongyang
40809,KP-0070,KP-0070,,39.015216,127.406194,Asia/Pyongyang
40810,KP-0071,KP-0071,,39.062549,127.249958,Asia/Pyongyang
40811,KP-0072,KP-0072,,40.672013,128.141098,Asia/Pyongyang
40812,KP-0073,KP-0073,,38.564295,128.004155,Asia/Pyongyang
40813,KP-0074,KP-0074,,39.009355,125.847548,Asia/Pyongyang
40814,KP-0075,KP-0075,,38.23791,126.1203,Asia/Pyongyang
40815,KP-0076,KP-0076,,38.885955,125.280361,Asia/Pyongyang
40816,KP-0077,KP-0077,,39.813662,125.149727,Asia/Pyongyang
40817,KP-0078,KP-0078,,39.410004,125.670376,Asia/Pyongyang
40818,KP-0079,KP-0079,,40.969416,129.248378,Asia/Pyongyang
40819,KP-0080,KP-0080,,39.04152,125.809958,Asia/Pyongyang
40820,KP-0081,KP-0081,,39.255643,125.705674,Asia/Pyongyang
40821,KP-0082,KP-0082,,40.400523,128.855596,Asia/Pyongyang
40822,KP-0083,KP-0083,,39.538767,127.288499,Asia/Pyongyang
40823,KP-0084,KP-0084,,38.061253,125.86843,Asia/Pyongyang
40824,KP-0085,KP-0085,,38.760509,126.080089,Asia/Pyongyang
40825,KP-0086,KP-0086,,38.283486,126.234723,Asia/Pyongyang
40826,KP-0087,KP-0087,,42.21942,130.316927,Asia/Pyongyang
40827,KP-0088,KP-0088,,39.233059,127.62385,Asia/Pyongyang
40828,KP-0089,KP-0089,,39.023826,125.783168,Asia/Pyongyang
40829,KP-0099,KP-0099,,38.551953,124.83261,Asia/Pyongyang
40830,KP01,KP01,KP01,32.452924,-112.861519,America/Phoenix
40831,KP03,KP03,KP03,31.371099,-109.690002,America/Phoenix
40832,KP04,KP04,P04,31.3640003204,-109.883003235,America/Phoenix
40833,KP08,KP08,KP08,32.935902,-111.427002,America/Phoenix
40834,KP10,KP10,P10,35.7916984558,-110.422996521,America/Phoenix
40835,KP13,KP13,,33.3531,-110.667,America/Phoenix
40836,KP14,KP14,P14,34.940700531,-110.138000488,America/Phoenix
40837,KP19,KP19,P19,33.298829,-111.915795,America/Phoenix
40838,KP20,KP20,,34.14891,-114.268362,America/Phoenix
40839,KP23,KP23,,35.334999,-112.887001,America/Phoenix
40840,KP29,KP29,KP29,31.671061,-110.022039,America/Phoenix
40841,KP33,KP33,KP33,32.245399,-109.894997,America/Phoenix
40842,KP52,KP52,,34.73,-112.035004,America/Phoenix
40843,KPAE,KPAE,KPAE,47.9063,-122.281998,America/Los_Angeles
40844,KPAH,KPAH,KPAH,37.06079864501953,-88.7738037109375,America/Chicago
40845,KPAM,KPAM,KPAM,30.069599,-85.575401,America/Chicago
40846,KPAN,KPAN,KPAN,34.256801605225,-111.33899688721,America/Phoenix
40847,KPAO,KPAO,KPAO,37.461102,-122.114998,America/Los_Angeles
40848,KPB,KPB,KPB,56.351898,-133.623001,America/Sitka
40849,KPBF,KPBF,KPBF,34.174121,-91.935643,America/Chicago
40850,KPBG,KPBG,KPBG,44.650902,-73.468102,America/New_York
40851,KPBH,KPBH,KPBH,45.709,-90.402496,America/Chicago
40852,KPBI,KPBI,KPBI,26.683201,-80.095596,America/New_York
40853,KPBX,KPBX,KPBX,37.560795,-82.570051,America/New_York
40854,KPCA,KPCA,KPCA,32.662789,-111.48797,America/Phoenix
40855,KPCM,KPCM,KPCM,28.0002,-82.1642,America/New_York
40856,KPCW,KPCW,KPCW,41.515647,-82.868328,America/New_York
40857,KPCZ,KPCZ,KPCZ,44.333302,-89.019798,America/Chicago
40858,KPDC,KPDC,KPDC,43.019298553467,-91.12370300293,America/Chicago
40859,KPDK,KPDK,KPDK,33.87633,-84.30213,America/New_York
40860,KPDT,KPDT,KPDT,45.695099,-118.841003,America/Los_Angeles
40861,KPDX,KPDX,KPDX,45.588699,-122.598,America/Los_Angeles
40862,KPEA,KPEA,KPEA,41.40010070800781,-92.9458999633789,America/Chicago
40863,KPEO,KPEO,KPEO,42.6371,-77.052902,America/New_York
40864,KPEQ,KPEQ,KPEQ,31.382400512695,-103.51100158691,America/Chicago
40865,KPEX,KPEX,KPEX,45.372061,-94.744742,America/Chicago
40866,KPEZ,KPEZ,KPEZ,28.954200744628903,-98.5199966430664,America/Chicago
40867,KPFC,KPFC,KPFC,45.199799,-123.961998,America/Los_Angeles
40868,KPGA,KPGA,KPGA,36.924234,-111.447716,America/Phoenix
40869,KPGD,KPGD,KPGD,26.9202,-81.990501,America/New_York
40870,KPGR,KPGR,KPGR,36.06290054,-90.50779724,America/Chicago
40871,KPGV,KPGV,KPGV,35.635535,-77.384262,America/New_York
40872,KPHD,KPHD,KPHD,40.470901489258,-81.419700622559,America/New_York
40873,KPHF,KPHF,KPHF,37.131901,-76.492996,America/New_York
40874,KPHG,KPHG,KPHG,39.735802,-99.317101,America/Chicago
40875,KPHH,KPHH,KPHH,33.4516983032,-79.5261993408,America/New_York
40876,KPHK,KPHK,KPHK,26.78499985,-80.69339752,America/New_York
40877,KPHL,KPHL,KPHL,39.871899,-75.241096,America/New_York
40878,KPHN,KPHN,KPHN,42.9109993,-82.52890015,America/Detroit
40879,KPHP,KPHP,KPHP,44.048527,-101.600933,America/Denver
40880,KPHT,KPHT,KPHT,36.3381996155,-88.38289642330001,America/Chicago
40881,KPHX,KPHX,KPHX,33.435302,-112.005905,America/Phoenix
40882,KPIA,KPIA,KPIA,40.663841,-89.692631,America/Chicago
40883,KPIB,KPIB,KPIB,31.4671,-89.337097,America/Chicago
40884,KPIE,KPIE,KPIE,27.9102,-82.687401,America/New_York
40885,KPIH,KPIH,KPIH,42.9098014831543,-112.59600067138672,America/Boise
40886,KPIL,KPIL,KPIL,26.166201,-97.345901,America/Chicago
40887,KPIM,KPIM,KPIM,32.8406982422,-84.8824005127,America/New_York
40888,KPIR,KPIR,KPIR,44.38270187,-100.2860031,America/Chicago
40889,KPIT,KPIT,KPIT,40.491501,-80.232903,America/New_York
40890,KPJC,KPJC,KPJC,40.801601,-80.160698,America/New_York
40891,KPJY,KPJY,KPJY,37.977901,-89.360497,America/Chicago
40892,KPKB,KPKB,KPKB,39.3451,-81.439201,America/New_York
40893,KPKD,KPKD,KPKD,46.9006,-95.073095,America/Chicago
40894,KPKF,KPKF,KPKF,45.955001831055,-90.42440032959,America/Chicago
40895,KPKV,KPKV,KPKV,28.653999,-96.681297,America/Chicago
40896,KPL,KPL,,-8.630184,142.823756,Pacific/Port_Moresby
40897,KPLD,KPLD,KPLD,40.450802,-84.990097,America/Indiana/Indianapolis
40898,KPLK,KPLK,KPLK,36.62590027,-93.22889709,America/Chicago
40899,KPLN,KPLN,KPLN,45.57089996,-84.79669952,America/Detroit
40900,KPLR,KPLR,KPLR,33.558799743652,-86.249099731445,America/Chicago
40901,KPLU,KPLU,KPLU,47.103901,-122.287003,America/Los_Angeles
40902,KPMB,KPMB,KPMB,48.9425010681,-97.2407989502,America/Chicago
40903,KPMD,KPMD,KPMD,34.629398,-118.084999,America/Los_Angeles
