corridor,month,density_pct,cluster_label,slab,intensity,dominant_model,all_models
Detroit -> Houston,Sep,10.47,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Detroit -> Houston,Oct,16.28,core-utilization,> 15%,5,Phenom 300,Phenom 300
Detroit -> Houston,Nov,6.98,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Detroit -> Houston,Dec,3.49,core-utilization,< 4%,0,Phenom 300,Phenom 300
Detroit -> Minneapolis,Jan,3.92,core-utilization,< 4%,0,Phenom 300,Phenom 300
Detroit -> Minneapolis,Feb,5.39,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Detroit -> Minneapolis,Mar,3.92,core-utilization,< 4%,0,Phenom 300,Phenom 300
Detroit -> Minneapolis,Apr,7.84,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Detroit -> Minneapolis,May,7.84,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Detroit -> Minneapolis,Jun,12.75,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Detroit -> Minneapolis,Jul,8.82,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Detroit -> Minneapolis,Aug,10.78,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Detroit -> Minneapolis,Sep,12.25,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Detroit -> Minneapolis,Oct,9.8,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Detroit -> Minneapolis,Nov,10.78,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Detroit -> Minneapolis,Dec,5.88,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Detroit -> San Antonio,Jan,4.26,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Detroit -> San Antonio,Feb,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
Detroit -> San Antonio,Mar,10.64,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Detroit -> San Antonio,Apr,12.77,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Detroit -> San Antonio,May,8.51,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Detroit -> San Antonio,Jun,4.26,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Detroit -> San Antonio,Jul,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
Detroit -> San Antonio,Aug,10.64,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Detroit -> San Antonio,Sep,14.89,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Detroit -> San Antonio,Oct,12.77,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Detroit -> San Antonio,Nov,17.02,core-utilization,> 15%,5,Phenom 300,Phenom 300
Detroit -> San Antonio,Dec,4.26,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Atlanta,Jan,8.33,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Atlanta,Feb,2.38,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Atlanta,Mar,4.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Atlanta,Apr,7.74,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Atlanta,May,9.52,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Atlanta,Jun,10.71,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Atlanta,Jul,6.55,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Atlanta,Aug,8.93,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Atlanta,Sep,7.14,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Atlanta,Oct,14.88,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Atlanta,Nov,14.29,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Atlanta,Dec,5.36,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Bay Area,Jan,4.0,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Bay Area,Feb,8.0,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Bay Area,Mar,4.0,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Bay Area,Apr,4.0,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Bay Area,May,8.0,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Bay Area,Jun,8.0,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Bay Area,Jul,4.0,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Bay Area,Aug,16.0,core-utilization,> 15%,5,Phenom 300,Phenom 300
Houston -> Bay Area,Sep,8.0,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Bay Area,Oct,16.0,core-utilization,> 15%,5,Phenom 300,Phenom 300
Houston -> Bay Area,Nov,20.0,core-utilization,> 15%,5,Phenom 300,Phenom 300
Houston -> Bay Area,Dec,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Boston,Jan,3.28,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Boston,Feb,9.84,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Boston,Mar,1.64,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Boston,Apr,4.92,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Boston,May,8.2,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Boston,Jun,19.67,core-utilization,> 15%,5,Phenom 300,Phenom 300
Houston -> Boston,Jul,6.56,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Boston,Aug,6.56,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Boston,Sep,9.84,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Boston,Oct,14.75,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Boston,Nov,9.84,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Boston,Dec,4.92,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Charlotte,Jan,4.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Charlotte,Feb,4.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Charlotte,Mar,4.58,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Charlotte,Apr,11.67,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Charlotte,May,7.5,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Charlotte,Jun,13.75,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Charlotte,Jul,9.17,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Charlotte,Aug,10.42,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Charlotte,Sep,8.33,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Charlotte,Oct,11.25,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Charlotte,Nov,8.75,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Charlotte,Dec,6.25,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Detroit,Jan,7.62,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Detroit,Feb,2.86,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Detroit,Mar,6.67,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Detroit,Apr,6.67,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Detroit,May,10.48,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Detroit,Jun,3.81,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Detroit,Jul,8.57,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Detroit,Aug,13.33,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Detroit,Sep,14.29,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Detroit,Oct,10.48,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Detroit,Nov,9.52,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Detroit,Dec,5.71,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Minneapolis,Jan,8.74,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Minneapolis,Feb,1.94,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Minneapolis,Mar,3.88,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Minneapolis,Apr,2.91,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Minneapolis,May,7.77,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Minneapolis,Jun,14.56,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Minneapolis,Jul,8.74,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Minneapolis,Aug,6.8,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Minneapolis,Sep,12.62,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Minneapolis,Oct,14.56,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Minneapolis,Nov,13.59,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Houston -> Minneapolis,Dec,3.88,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Nashville,Jan,1.89,core-utilization,< 4%,0,Phenom 300,Phenom 300
Houston -> Nashville,Feb,4.4,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Houston -> Nashville,Mar,7.55,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Nashville,Apr,6.92,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Nashville,May,10.69,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Nashville,Jun,8.81,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Nashville,Jul,7.55,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Nashville,Aug,8.81,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Houston -> Nashville,Sep,9.43,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Houston -> Nashville,Oct,15.09,core-utilization,> 15%,5,Phenom 300,Phenom 300
Houston -> Nashville,Nov,15.09,core-utilization,> 15%,5,Phenom 300,Phenom 300
Houston -> Nashville,Dec,3.77,core-utilization,< 4%,0,Phenom 300,Phenom 300
LA Basin -> Detroit,Jan,2.17,core-utilization,< 4%,0,Phenom 300,Phenom 300
LA Basin -> Detroit,Feb,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
LA Basin -> Detroit,Mar,4.35,core-utilization,4%-6%,1,Phenom 300,Phenom 300
LA Basin -> Detroit,Apr,6.52,core-utilization,6%-9%,2,Phenom 300,Phenom 300
LA Basin -> Detroit,May,17.39,core-utilization,> 15%,5,Phenom 300,Phenom 300
LA Basin -> Detroit,Jun,15.22,core-utilization,> 15%,5,Phenom 300,Phenom 300
LA Basin -> Detroit,Jul,6.52,core-utilization,6%-9%,2,Phenom 300,Phenom 300
LA Basin -> Detroit,Aug,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
LA Basin -> Detroit,Sep,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
LA Basin -> Detroit,Oct,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
LA Basin -> Detroit,Nov,6.52,core-utilization,6%-9%,2,Phenom 300,Phenom 300
LA Basin -> Detroit,Dec,6.52,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Jan,4.72,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Feb,6.13,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Mar,3.77,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Apr,10.85,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Atlanta,May,9.91,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Jun,14.15,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Jul,8.02,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Aug,7.08,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Sep,9.43,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Oct,13.21,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Nov,7.55,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Atlanta,Dec,5.19,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Jan,4.11,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Feb,8.22,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Mar,5.48,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Apr,4.11,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Bay Area,May,12.33,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Jun,5.48,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Jul,5.48,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Aug,10.96,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Sep,13.7,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Oct,15.07,core-utilization,> 15%,5,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Nov,6.85,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Bay Area,Dec,8.22,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> DMV,Jan,5.44,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> DMV,Feb,4.08,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> DMV,Mar,6.12,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> DMV,Apr,7.48,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> DMV,May,5.44,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> DMV,Jun,14.97,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> DMV,Jul,7.48,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> DMV,Aug,12.93,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> DMV,Sep,8.84,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> DMV,Oct,9.52,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> DMV,Nov,12.93,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> DMV,Dec,4.76,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Dallas,Jan,6.52,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Dallas,Feb,6.21,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Dallas,Mar,2.8,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Dallas,Apr,6.52,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Dallas,May,11.8,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Dallas,Jun,10.56,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Dallas,Jul,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Dallas,Aug,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Dallas,Sep,10.56,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Dallas,Oct,11.49,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Dallas,Nov,9.32,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Dallas,Dec,6.83,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Detroit,Jan,3.45,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Detroit,Feb,5.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Detroit,Mar,5.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Detroit,Apr,5.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Detroit,May,13.79,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Detroit,Jun,5.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Detroit,Jul,10.34,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Detroit,Aug,15.52,core-utilization,> 15%,5,Phenom 300,Phenom 300
Minneapolis -> Detroit,Sep,12.07,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Detroit,Oct,12.07,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Detroit,Nov,12.07,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Detroit,Dec,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Houston,Jan,4.9,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Houston,Feb,1.96,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Houston,Mar,6.86,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Houston,Apr,4.9,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Houston,May,7.84,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Houston,Jun,13.73,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Houston,Jul,8.82,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Houston,Aug,3.92,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Houston,Sep,11.76,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> Houston,Oct,13.73,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Houston,Nov,12.75,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Houston,Dec,8.82,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> New York City,Jan,7.66,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> New York City,Feb,3.83,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> New York City,Mar,7.28,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> New York City,Apr,4.98,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> New York City,May,8.05,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> New York City,Jun,6.51,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> New York City,Jul,11.11,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> New York City,Aug,9.2,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> New York City,Sep,15.33,core-utilization,> 15%,5,Phenom 300,Phenom 300
Minneapolis -> New York City,Oct,9.58,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> New York City,Nov,8.81,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> New York City,Dec,7.66,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Jan,1.72,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Feb,1.72,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Mar,6.9,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Apr,8.62,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,May,15.52,core-utilization,> 15%,5,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Jun,12.07,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Jul,5.17,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Aug,15.52,core-utilization,> 15%,5,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Sep,8.62,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Oct,13.79,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Nov,8.62,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> Philadelphia,Dec,1.72,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Jan,6.0,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Feb,5.0,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Mar,3.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Apr,9.0,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> St. Louis,May,4.0,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Jun,13.0,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Jul,10.0,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Aug,10.0,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Sep,10.0,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Oct,10.0,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Nov,12.0,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Minneapolis -> St. Louis,Dec,8.0,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> Boston,Jan,4.08,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Nashville -> Boston,Feb,3.06,core-utilization,< 4%,0,Phenom 300,Phenom 300
Nashville -> Boston,Mar,3.06,core-utilization,< 4%,0,Phenom 300,Phenom 300
Nashville -> Boston,Apr,5.61,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Nashville -> Boston,May,9.18,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> Boston,Jun,12.24,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Nashville -> Boston,Jul,11.22,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> Boston,Aug,13.27,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Nashville -> Boston,Sep,14.8,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Nashville -> Boston,Oct,11.73,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> Boston,Nov,6.12,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> Boston,Dec,5.61,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Nashville -> DMV,Jan,2.47,core-utilization,< 4%,0,Phenom 300,Phenom 300
Nashville -> DMV,Feb,2.47,core-utilization,< 4%,0,Phenom 300,Phenom 300
Nashville -> DMV,Mar,8.64,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> DMV,Apr,9.88,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> DMV,May,2.47,core-utilization,< 4%,0,Phenom 300,Phenom 300
Nashville -> DMV,Jun,8.64,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> DMV,Jul,8.64,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> DMV,Aug,18.52,core-utilization,> 15%,5,Phenom 300,Phenom 300
Nashville -> DMV,Sep,14.81,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Nashville -> DMV,Oct,12.35,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Nashville -> DMV,Nov,7.41,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> DMV,Dec,3.7,core-utilization,< 4%,0,Phenom 300,Phenom 300
Nashville -> New York City,Jan,3.18,core-utilization,< 4%,0,Phenom 300,Phenom 300
Nashville -> New York City,Feb,4.4,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Nashville -> New York City,Mar,5.62,core-utilization,4%-6%,1,Phenom 300,Phenom 300
Nashville -> New York City,Apr,7.82,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> New York City,May,10.27,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> New York City,Jun,9.05,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> New York City,Jul,6.11,core-utilization,6%-9%,2,Phenom 300,Phenom 300
Nashville -> New York City,Aug,10.27,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> New York City,Sep,10.02,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> New York City,Oct,12.47,core-utilization,12%-15%,4,Phenom 300,Phenom 300
Nashville -> New York City,Nov,10.27,core-utilization,9%-12%,3,Phenom 300,Phenom 300
Nashville -> New York City,Dec,10.51,core-utilization,9%-12%,3,Phenom 300,Phenom 300
New York City -> Boston,Jan,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
New York City -> Boston,Feb,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
New York City -> Boston,Mar,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
New York City -> Boston,Apr,21.74,core-utilization,> 15%,5,Phenom 300,Phenom 300
New York City -> Boston,May,13.04,core-utilization,12%-15%,4,Phenom 300,Phenom 300
New York City -> Boston,Jun,26.09,core-utilization,> 15%,5,Phenom 300,Phenom 300
New York City -> Boston,Jul,4.35,core-utilization,4%-6%,1,Phenom 300,Phenom 300
New York City -> Boston,Aug,13.04,core-utilization,12%-15%,4,Phenom 300,Phenom 300
New York City -> Boston,Sep,4.35,core-utilization,4%-6%,1,Phenom 300,Phenom 300
New York City -> Boston,Oct,0.0,core-utilization,< 4%,0,Phenom 300,Phenom 300
New York City -> Boston,Nov,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Boston,Dec,8.7,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Chicago,Jan,4.83,core-utilization,4%-6%,1,Phenom 300,Phenom 300
New York City -> Chicago,Feb,6.28,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Chicago,Mar,6.01,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Chicago,Apr,7.1,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Chicago,May,10.2,core-utilization,9%-12%,3,Phenom 300,Phenom 300
New York City -> Chicago,Jun,8.2,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Chicago,Jul,8.01,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Chicago,Aug,8.93,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Chicago,Sep,10.29,core-utilization,9%-12%,3,Phenom 300,Phenom 300
New York City -> Chicago,Oct,11.84,core-utilization,9%-12%,3,Phenom 300,Phenom 300
New York City -> Chicago,Nov,10.66,core-utilization,9%-12%,3,Phenom 300,Phenom 300
New York City -> Chicago,Dec,7.65,core-utilization,6%-9%,2,Phenom 300,Phenom 300
New York City -> Dallas,Jan,2.78,core-utilization,< 4%,0,Phenom 300,Phenom 300
New York City -> Dallas,Feb,4.63,core-utilization,4%-6%,1,Phenom 300,Phenom 300
New York City -> Dallas,Mar,8.33,core-utilization,6%-9%,2,Phenom 300,Phenom 300
