corridor,month,density_pct,seasonality_index,cluster_label
Phoenix Valley -> New York City,Sep,8.59,1.0308,multi-peak-directional
Phoenix Valley -> Philadelphia,Apr,15.72,1.8864,multi-peak-directional
Phoenix Valley -> Philadelphia,Aug,5.66,0.6792,multi-peak-directional
Phoenix Valley -> Philadelphia,Dec,7.55,0.906,multi-peak-directional
Phoenix Valley -> Philadelphia,Feb,7.55,0.906,multi-peak-directional
Phoenix Valley -> Philadelphia,Jan,8.81,1.0572,multi-peak-directional
Phoenix Valley -> Philadelphia,Jul,2.52,0.3024,multi-peak-directional
Phoenix Valley -> Philadelphia,Jun,8.18,0.9816,multi-peak-directional
Phoenix Valley -> Philadelphia,Mar,9.43,1.1316,multi-peak-directional
Phoenix Valley -> Philadelphia,May,10.06,1.2072,multi-peak-directional
Phoenix Valley -> Philadelphia,Nov,7.55,0.906,multi-peak-directional
Phoenix Valley -> Philadelphia,Oct,9.43,1.1316,multi-peak-directional
Phoenix Valley -> Philadelphia,Sep,7.55,0.906,multi-peak-directional
Phoenix Valley -> St. Louis,Apr,3.53,0.4236,multi-peak-directional
Phoenix Valley -> St. Louis,Aug,11.76,1.4112,multi-peak-directional
Phoenix Valley -> St. Louis,Dec,8.24,0.9888,multi-peak-directional
Phoenix Valley -> St. Louis,Feb,3.53,0.4236,multi-peak-directional
Phoenix Valley -> St. Louis,Jan,8.24,0.9888,multi-peak-directional
Phoenix Valley -> St. Louis,Jul,5.88,0.7056,multi-peak-directional
Phoenix Valley -> St. Louis,Jun,8.24,0.9888,multi-peak-directional
Phoenix Valley -> St. Louis,Mar,9.41,1.1292,multi-peak-directional
Phoenix Valley -> St. Louis,May,7.06,0.8472,multi-peak-directional
Phoenix Valley -> St. Louis,Nov,10.59,1.2708,multi-peak-directional
Phoenix Valley -> St. Louis,Oct,14.12,1.6944,multi-peak-directional
Phoenix Valley -> St. Louis,Sep,9.41,1.1292,multi-peak-directional
Pittsburgh -> Houston,Apr,8.6,1.032,multi-peak-directional
Pittsburgh -> Houston,Aug,5.38,0.6456,multi-peak-directional
Pittsburgh -> Houston,Dec,10.22,1.2264,multi-peak-directional
Pittsburgh -> Houston,Feb,6.99,0.8388,multi-peak-directional
Pittsburgh -> Houston,Jan,5.38,0.6456,multi-peak-directional
Pittsburgh -> Houston,Jul,8.6,1.032,multi-peak-directional
Pittsburgh -> Houston,Jun,7.53,0.9036,multi-peak-directional
Pittsburgh -> Houston,Mar,6.45,0.774,multi-peak-directional
Pittsburgh -> Houston,May,8.6,1.032,multi-peak-directional
Pittsburgh -> Houston,Nov,12.37,1.4844,multi-peak-directional
Pittsburgh -> Houston,Oct,5.91,0.7092,multi-peak-directional
Pittsburgh -> Houston,Sep,13.98,1.6776,multi-peak-directional
Pittsburgh -> LA Basin,Apr,10.26,1.2312,multi-peak-directional
Pittsburgh -> LA Basin,Aug,8.28,0.9936,multi-peak-directional
Pittsburgh -> LA Basin,Dec,8.28,0.9936,multi-peak-directional
Pittsburgh -> LA Basin,Feb,5.46,0.6552,multi-peak-directional
Pittsburgh -> LA Basin,Jan,6.79,0.8148,multi-peak-directional
Pittsburgh -> LA Basin,Jul,7.12,0.8544,multi-peak-directional
Pittsburgh -> LA Basin,Jun,8.61,1.0332,multi-peak-directional
Pittsburgh -> LA Basin,Mar,8.11,0.9732,multi-peak-directional
Pittsburgh -> LA Basin,May,8.77,1.0524,multi-peak-directional
Pittsburgh -> LA Basin,Nov,8.28,0.9936,multi-peak-directional
Pittsburgh -> LA Basin,Oct,11.42,1.3704,multi-peak-directional
Pittsburgh -> LA Basin,Sep,8.61,1.0332,multi-peak-directional
Pittsburgh -> San Antonio,Apr,12.02,1.4424,multi-peak-directional
Pittsburgh -> San Antonio,Aug,3.83,0.4596,multi-peak-directional
Pittsburgh -> San Antonio,Dec,8.2,0.984,multi-peak-directional
Pittsburgh -> San Antonio,Feb,7.65,0.918,multi-peak-directional
Pittsburgh -> San Antonio,Jan,8.74,1.0488,multi-peak-directional
Pittsburgh -> San Antonio,Jul,5.46,0.6552,multi-peak-directional
Pittsburgh -> San Antonio,Jun,6.01,0.7212,multi-peak-directional
Pittsburgh -> San Antonio,Mar,8.74,1.0488,multi-peak-directional
Pittsburgh -> San Antonio,May,7.65,0.918,multi-peak-directional
Pittsburgh -> San Antonio,Nov,9.29,1.1148,multi-peak-directional
Pittsburgh -> San Antonio,Oct,14.75,1.77,multi-peak-directional
Pittsburgh -> San Antonio,Sep,7.65,0.918,multi-peak-directional
San Antonio -> Bay Area,Apr,8.65,1.038,multi-peak-directional
San Antonio -> Bay Area,Aug,8.04,0.9648,multi-peak-directional
San Antonio -> Bay Area,Dec,7.43,0.8916,multi-peak-directional
San Antonio -> Bay Area,Feb,4.75,0.57,multi-peak-directional
San Antonio -> Bay Area,Jan,6.7,0.804,multi-peak-directional
San Antonio -> Bay Area,Jul,8.53,1.0236,multi-peak-directional
San Antonio -> Bay Area,Jun,8.77,1.0524,multi-peak-directional
San Antonio -> Bay Area,Mar,9.62,1.1544,multi-peak-directional
San Antonio -> Bay Area,May,7.55,0.906,multi-peak-directional
San Antonio -> Bay Area,Nov,9.14,1.0968,multi-peak-directional
San Antonio -> Bay Area,Oct,13.03,1.5636,multi-peak-directional
San Antonio -> Bay Area,Sep,7.8,0.936,multi-peak-directional
San Antonio -> Chicago,Apr,6.0,0.72,multi-peak-directional
San Antonio -> Chicago,Aug,4.0,0.48,multi-peak-directional
San Antonio -> Chicago,Dec,24.0,2.88,multi-peak-directional
San Antonio -> Chicago,Feb,4.0,0.48,multi-peak-directional
San Antonio -> Chicago,Jan,2.0,0.24,multi-peak-directional
San Antonio -> Chicago,Jul,12.0,1.44,multi-peak-directional
San Antonio -> Chicago,Jun,12.0,1.44,multi-peak-directional
San Antonio -> Chicago,Mar,0.0,0.0,multi-peak-directional
San Antonio -> Chicago,May,14.0,1.68,multi-peak-directional
San Antonio -> Chicago,Nov,8.0,0.96,multi-peak-directional
San Antonio -> Chicago,Oct,10.0,1.2,multi-peak-directional
San Antonio -> Chicago,Sep,4.0,0.48,multi-peak-directional
San Antonio -> DMV,Apr,12.01,1.4412,multi-peak-directional
San Antonio -> DMV,Aug,6.17,0.7404,multi-peak-directional
San Antonio -> DMV,Dec,4.55,0.546,multi-peak-directional
San Antonio -> DMV,Feb,7.79,0.9348,multi-peak-directional
San Antonio -> DMV,Jan,4.87,0.5844,multi-peak-directional
San Antonio -> DMV,Jul,4.55,0.546,multi-peak-directional
San Antonio -> DMV,Jun,7.14,0.8568,multi-peak-directional
San Antonio -> DMV,Mar,8.44,1.0128,multi-peak-directional
San Antonio -> DMV,May,8.77,1.0524,multi-peak-directional
San Antonio -> DMV,Nov,11.04,1.3248,multi-peak-directional
San Antonio -> DMV,Oct,12.66,1.5192,multi-peak-directional
San Antonio -> DMV,Sep,12.01,1.4412,multi-peak-directional
San Antonio -> LA Basin,Apr,9.83,1.1796,multi-peak-directional
San Antonio -> LA Basin,Aug,4.48,0.5376,multi-peak-directional
San Antonio -> LA Basin,Dec,9.03,1.0836,multi-peak-directional
San Antonio -> LA Basin,Feb,8.31,0.9972,multi-peak-directional
San Antonio -> LA Basin,Jan,6.79,0.8148,multi-peak-directional
San Antonio -> LA Basin,Jul,5.35,0.642,multi-peak-directional
San Antonio -> LA Basin,Jun,6.14,0.7368,multi-peak-directional
San Antonio -> LA Basin,Mar,11.34,1.3608,multi-peak-directional
San Antonio -> LA Basin,May,8.6,1.032,multi-peak-directional
San Antonio -> LA Basin,Nov,9.83,1.1796,multi-peak-directional
San Antonio -> LA Basin,Oct,10.62,1.2744,multi-peak-directional
San Antonio -> LA Basin,Sep,9.68,1.1616,multi-peak-directional
San Antonio -> New York City,Apr,9.32,1.1184,multi-peak-directional
San Antonio -> New York City,Aug,5.89,0.7068,multi-peak-directional
San Antonio -> New York City,Dec,8.79,1.0548,multi-peak-directional
San Antonio -> New York City,Feb,5.04,0.6048,multi-peak-directional
San Antonio -> New York City,Jan,7.07,0.8484,multi-peak-directional
San Antonio -> New York City,Jul,4.82,0.5784,multi-peak-directional
San Antonio -> New York City,Jun,9.32,1.1184,multi-peak-directional
San Antonio -> New York City,Mar,6.65,0.798,multi-peak-directional
San Antonio -> New York City,May,9.43,1.1316,multi-peak-directional
San Antonio -> New York City,Nov,10.93,1.3116,multi-peak-directional
San Antonio -> New York City,Oct,13.61,1.6332,multi-peak-directional
San Antonio -> New York City,Sep,9.11,1.0932,multi-peak-directional
San Antonio -> Philadelphia,Apr,6.15,0.738,multi-peak-directional
San Antonio -> Philadelphia,Aug,5.64,0.6768,multi-peak-directional
San Antonio -> Philadelphia,Dec,5.13,0.6156,multi-peak-directional
San Antonio -> Philadelphia,Feb,10.26,1.2312,multi-peak-directional
San Antonio -> Philadelphia,Jan,3.59,0.4308,multi-peak-directional
San Antonio -> Philadelphia,Jul,5.64,0.6768,multi-peak-directional
San Antonio -> Philadelphia,Jun,7.18,0.8616,multi-peak-directional
San Antonio -> Philadelphia,Mar,7.69,0.9228,multi-peak-directional
San Antonio -> Philadelphia,May,13.33,1.5996,multi-peak-directional
San Antonio -> Philadelphia,Nov,11.79,1.4148,multi-peak-directional
San Antonio -> Philadelphia,Oct,14.87,1.7844,multi-peak-directional
San Antonio -> Philadelphia,Sep,8.72,1.0464,multi-peak-directional
San Antonio -> Seattle,Apr,8.44,1.0128,multi-peak-directional
San Antonio -> Seattle,Aug,10.39,1.2468,multi-peak-directional
San Antonio -> Seattle,Dec,6.82,0.8184,multi-peak-directional
San Antonio -> Seattle,Feb,6.17,0.7404,multi-peak-directional
San Antonio -> Seattle,Jan,5.19,0.6228,multi-peak-directional
San Antonio -> Seattle,Jul,9.09,1.0908,multi-peak-directional
San Antonio -> Seattle,Jun,10.39,1.2468,multi-peak-directional
San Antonio -> Seattle,Mar,10.06,1.2072,multi-peak-directional
San Antonio -> Seattle,May,9.74,1.1688,multi-peak-directional
San Antonio -> Seattle,Nov,7.47,0.8964,multi-peak-directional
San Antonio -> Seattle,Oct,9.09,1.0908,multi-peak-directional
San Antonio -> Seattle,Sep,7.14,0.8568,multi-peak-directional
Seattle -> DMV,Apr,8.13,0.9756,multi-peak-directional
Seattle -> DMV,Aug,8.13,0.9756,multi-peak-directional
Seattle -> DMV,Dec,5.69,0.6828,multi-peak-directional
Seattle -> DMV,Feb,6.23,0.7476,multi-peak-directional
Seattle -> DMV,Jan,7.86,0.9432,multi-peak-directional
Seattle -> DMV,Jul,10.03,1.2036,multi-peak-directional
Seattle -> DMV,Jun,10.03,1.2036,multi-peak-directional
Seattle -> DMV,Mar,7.05,0.846,multi-peak-directional
Seattle -> DMV,May,9.76,1.1712,multi-peak-directional
Seattle -> DMV,Nov,6.78,0.8136,multi-peak-directional
Seattle -> DMV,Oct,8.13,0.9756,multi-peak-directional
Seattle -> DMV,Sep,12.2,1.464,multi-peak-directional
Seattle -> Houston,Apr,7.33,0.8796,multi-peak-directional
Seattle -> Houston,Aug,8.56,1.0272,multi-peak-directional
Seattle -> Houston,Dec,8.31,0.9972,multi-peak-directional
Seattle -> Houston,Feb,6.6,0.792,multi-peak-directional
Seattle -> Houston,Jan,11.0,1.32,multi-peak-directional
Seattle -> Houston,Jul,10.02,1.2024,multi-peak-directional
Seattle -> Houston,Jun,7.09,0.8508,multi-peak-directional
Seattle -> Houston,Mar,7.33,0.8796,multi-peak-directional
Seattle -> Houston,May,7.82,0.9384,multi-peak-directional
Seattle -> Houston,Nov,7.33,0.8796,multi-peak-directional
Seattle -> Houston,Oct,8.56,1.0272,multi-peak-directional
Seattle -> Houston,Sep,10.02,1.2024,multi-peak-directional
Seattle -> North Florida,Apr,7.66,0.9192,multi-peak-directional
Seattle -> North Florida,Aug,9.36,1.1232,multi-peak-directional
Seattle -> North Florida,Dec,7.23,0.8676,multi-peak-directional
Seattle -> North Florida,Feb,8.51,1.0212,multi-peak-directional
Seattle -> North Florida,Jan,7.66,0.9192,multi-peak-directional
Seattle -> North Florida,Jul,9.79,1.1748,multi-peak-directional
Seattle -> North Florida,Jun,5.96,0.7152,multi-peak-directional
Seattle -> North Florida,Mar,10.64,1.2768,multi-peak-directional
Seattle -> North Florida,May,7.23,0.8676,multi-peak-directional
Seattle -> North Florida,Nov,9.36,1.1232,multi-peak-directional
Seattle -> North Florida,Oct,6.81,0.8172,multi-peak-directional
Seattle -> North Florida,Sep,9.79,1.1748,multi-peak-directional
Seattle -> San Antonio,Apr,8.06,0.9672,multi-peak-directional
Seattle -> San Antonio,Aug,9.52,1.1424,multi-peak-directional
Seattle -> San Antonio,Dec,8.42,1.0104,multi-peak-directional
Seattle -> San Antonio,Feb,5.86,0.7032,multi-peak-directional
Seattle -> San Antonio,Jan,4.76,0.5712,multi-peak-directional
Seattle -> San Antonio,Jul,9.52,1.1424,multi-peak-directional
Seattle -> San Antonio,Jun,9.16,1.0992,multi-peak-directional
Seattle -> San Antonio,Mar,11.72,1.4064,multi-peak-directional
Seattle -> San Antonio,May,8.42,1.0104,multi-peak-directional
Seattle -> San Antonio,Nov,7.69,0.9228,multi-peak-directional
Seattle -> San Antonio,Oct,7.69,0.9228,multi-peak-directional
Seattle -> San Antonio,Sep,9.16,1.0992,multi-peak-directional
Seattle -> South Florida,Apr,9.54,1.1448,multi-peak-directional
Seattle -> South Florida,Aug,6.27,0.7524,multi-peak-directional
Seattle -> South Florida,Dec,8.45,1.014,multi-peak-directional
Seattle -> South Florida,Feb,7.9,0.948,multi-peak-directional
Seattle -> South Florida,Jan,11.17,1.3404,multi-peak-directional
Seattle -> South Florida,Jul,4.36,0.5232,multi-peak-directional
Seattle -> South Florida,Jun,7.63,0.9156,multi-peak-directional
Seattle -> South Florida,Mar,12.53,1.5036,multi-peak-directional
Seattle -> South Florida,May,5.18,0.6216,multi-peak-directional
Seattle -> South Florida,Nov,7.63,0.9156,multi-peak-directional
Seattle -> South Florida,Oct,13.35,1.602,multi-peak-directional
Seattle -> South Florida,Sep,5.99,0.7188,multi-peak-directional
South Florida -> Boston,Apr,10.52,1.2624,multi-peak-directional
South Florida -> Boston,Aug,5.4,0.648,multi-peak-directional
South Florida -> Boston,Dec,11.54,1.3848,multi-peak-directional
South Florida -> Boston,Feb,9.33,1.1196,multi-peak-directional
South Florida -> Boston,Jan,7.1,0.852,multi-peak-directional
South Florida -> Boston,Jul,6.77,0.8124,multi-peak-directional
South Florida -> Boston,Jun,8.4,1.008,multi-peak-directional
South Florida -> Boston,Mar,10.16,1.2192,multi-peak-directional
South Florida -> Boston,May,11.78,1.4136,multi-peak-directional
South Florida -> Boston,Nov,7.93,0.9516,multi-peak-directional
South Florida -> Boston,Oct,6.75,0.81,multi-peak-directional
South Florida -> Boston,Sep,4.32,0.5184,multi-peak-directional
South Florida -> Seattle,Apr,8.76,1.0512,multi-peak-directional
South Florida -> Seattle,Aug,5.93,0.7116,multi-peak-directional
South Florida -> Seattle,Dec,5.65,0.678,multi-peak-directional
South Florida -> Seattle,Feb,7.06,0.8472,multi-peak-directional
South Florida -> Seattle,Jan,9.04,1.0848,multi-peak-directional
South Florida -> Seattle,Jul,10.17,1.2204,multi-peak-directional
South Florida -> Seattle,Jun,13.56,1.6272,multi-peak-directional
South Florida -> Seattle,Mar,11.3,1.356,multi-peak-directional
South Florida -> Seattle,May,11.02,1.3224,multi-peak-directional
South Florida -> Seattle,Nov,6.78,0.8136,multi-peak-directional
South Florida -> Seattle,Oct,5.37,0.6444,multi-peak-directional
South Florida -> Seattle,Sep,5.37,0.6444,multi-peak-directional
St. Louis -> Bay Area,Apr,8.81,1.0572,multi-peak-directional
St. Louis -> Bay Area,Aug,10.06,1.2072,multi-peak-directional
St. Louis -> Bay Area,Dec,6.33,0.7596,multi-peak-directional
St. Louis -> Bay Area,Feb,6.55,0.786,multi-peak-directional
St. Louis -> Bay Area,Jan,7.46,0.8952,multi-peak-directional
St. Louis -> Bay Area,Jul,7.68,0.9216,multi-peak-directional
St. Louis -> Bay Area,Jun,8.47,1.0164,multi-peak-directional
St. Louis -> Bay Area,Mar,5.76,0.6912,multi-peak-directional
St. Louis -> Bay Area,May,10.17,1.2204,multi-peak-directional
St. Louis -> Bay Area,Nov,8.14,0.9768,multi-peak-directional
St. Louis -> Bay Area,Oct,9.49,1.1388,multi-peak-directional
St. Louis -> Bay Area,Sep,11.07,1.3284,multi-peak-directional
St. Louis -> LA Basin,Apr,9.05,1.086,multi-peak-directional
St. Louis -> LA Basin,Aug,8.33,0.9996,multi-peak-directional
St. Louis -> LA Basin,Dec,9.14,1.0968,multi-peak-directional
St. Louis -> LA Basin,Feb,8.97,1.0764,multi-peak-directional
St. Louis -> LA Basin,Jan,7.84,0.9408,multi-peak-directional
St. Louis -> LA Basin,Jul,6.39,0.7668,multi-peak-directional
St. Louis -> LA Basin,Jun,7.68,0.9216,multi-peak-directional
St. Louis -> LA Basin,Mar,6.79,0.8148,multi-peak-directional
St. Louis -> LA Basin,May,8.65,1.038,multi-peak-directional
St. Louis -> LA Basin,Nov,8.0,0.96,multi-peak-directional
St. Louis -> LA Basin,Oct,11.32,1.3584,multi-peak-directional
St. Louis -> LA Basin,Sep,7.84,0.9408,multi-peak-directional
St. Louis -> Seattle,Apr,6.7,0.804,multi-peak-directional
St. Louis -> Seattle,Aug,9.28,1.1136,multi-peak-directional
St. Louis -> Seattle,Dec,7.47,0.8964,multi-peak-directional
St. Louis -> Seattle,Feb,7.22,0.8664,multi-peak-directional
St. Louis -> Seattle,Jan,8.25,0.99,multi-peak-directional
St. Louis -> Seattle,Jul,11.86,1.4232,multi-peak-directional
St. Louis -> Seattle,Jun,8.51,1.0212,multi-peak-directional
St. Louis -> Seattle,Mar,6.96,0.8352,multi-peak-directional
St. Louis -> Seattle,May,8.51,1.0212,multi-peak-directional
St. Louis -> Seattle,Nov,6.44,0.7728,multi-peak-directional
St. Louis -> Seattle,Oct,11.08,1.3296,multi-peak-directional
St. Louis -> Seattle,Sep,7.73,0.9276,multi-peak-directional
Atlanta -> Boston,Apr,8.82,1.0584,summer-peak
Atlanta -> Boston,Aug,11.76,1.4112,summer-peak
Atlanta -> Boston,Dec,2.94,0.3528,summer-peak
Atlanta -> Boston,Feb,2.94,0.3528,summer-peak
Atlanta -> Boston,Jan,0.0,0.0,summer-peak
Atlanta -> Boston,Jul,20.59,2.4708,summer-peak
Atlanta -> Boston,Jun,5.88,0.7056,summer-peak
Atlanta -> Boston,Mar,11.76,1.4112,summer-peak
Atlanta -> Boston,May,2.94,0.3528,summer-peak
Atlanta -> Boston,Nov,5.88,0.7056,summer-peak
Atlanta -> Boston,Oct,17.65,2.118,summer-peak
Atlanta -> Boston,Sep,8.82,1.0584,summer-peak
Atlanta -> New York City,Apr,15.79,1.8948,summer-peak
Atlanta -> New York City,Aug,10.53,1.2636,summer-peak
Atlanta -> New York City,Dec,10.53,1.2636,summer-peak
Atlanta -> New York City,Feb,0.0,0.0,summer-peak
Atlanta -> New York City,Jan,0.0,0.0,summer-peak
Atlanta -> New York City,Jul,2.63,0.3156,summer-peak
Atlanta -> New York City,Jun,13.16,1.5792,summer-peak
Atlanta -> New York City,Mar,0.0,0.0,summer-peak
Atlanta -> New York City,May,18.42,2.2104,summer-peak
Atlanta -> New York City,Nov,2.63,0.3156,summer-peak
Atlanta -> New York City,Oct,15.79,1.8948,summer-peak
Atlanta -> New York City,Sep,10.53,1.2636,summer-peak
Bay Area -> Boston,Apr,5.76,0.6912,summer-peak
Bay Area -> Boston,Aug,11.78,1.4136,summer-peak
Bay Area -> Boston,Dec,5.1,0.612,summer-peak
Bay Area -> Boston,Feb,3.14,0.3768,summer-peak
Bay Area -> Boston,Jan,5.1,0.612,summer-peak
Bay Area -> Boston,Jul,11.26,1.3512,summer-peak
Bay Area -> Boston,Jun,13.48,1.6176,summer-peak
Bay Area -> Boston,Mar,5.89,0.7068,summer-peak
Bay Area -> Boston,May,11.52,1.3824,summer-peak
Bay Area -> Boston,Nov,6.68,0.8016,summer-peak
Bay Area -> Boston,Oct,11.26,1.3512,summer-peak
Bay Area -> Boston,Sep,9.03,1.0836,summer-peak
Bay Area -> Charlotte,Apr,9.33,1.1196,summer-peak
Bay Area -> Charlotte,Aug,10.36,1.2432,summer-peak
Bay Area -> Charlotte,Dec,5.44,0.6528,summer-peak
Bay Area -> Charlotte,Feb,5.18,0.6216,summer-peak
Bay Area -> Charlotte,Jan,4.15,0.498,summer-peak
Bay Area -> Charlotte,Jul,8.03,0.9636,summer-peak
Bay Area -> Charlotte,Jun,10.62,1.2744,summer-peak
Bay Area -> Charlotte,Mar,6.99,0.8388,summer-peak
Bay Area -> Charlotte,May,7.25,0.87,summer-peak
Bay Area -> Charlotte,Nov,9.33,1.1196,summer-peak
Bay Area -> Charlotte,Oct,13.47,1.6164,summer-peak
Bay Area -> Charlotte,Sep,9.84,1.1808,summer-peak
Bay Area -> Chicago,Apr,7.31,0.8772,summer-peak
Bay Area -> Chicago,Aug,10.66,1.2792,summer-peak
Bay Area -> Chicago,Dec,6.26,0.7512,summer-peak
Bay Area -> Chicago,Feb,5.67,0.6804,summer-peak
Bay Area -> Chicago,Jan,4.4,0.528,summer-peak
Bay Area -> Chicago,Jul,8.65,1.038,summer-peak
Bay Area -> Chicago,Jun,9.25,1.11,summer-peak
Bay Area -> Chicago,Mar,5.82,0.6984,summer-peak
Bay Area -> Chicago,May,10.29,1.2348,summer-peak
Bay Area -> Chicago,Nov,8.87,1.0644,summer-peak
Bay Area -> Chicago,Oct,11.71,1.4052,summer-peak
Bay Area -> Chicago,Sep,11.11,1.3332,summer-peak
Bay Area -> Detroit,Apr,7.54,0.9048,summer-peak
Bay Area -> Detroit,Aug,10.59,1.2708,summer-peak
Bay Area -> Detroit,Dec,5.91,0.7092,summer-peak
Bay Area -> Detroit,Feb,4.07,0.4884,summer-peak
Bay Area -> Detroit,Jan,7.33,0.8796,summer-peak
Bay Area -> Detroit,Jul,11.2,1.344,summer-peak
Bay Area -> Detroit,Jun,11.0,1.32,summer-peak
Bay Area -> Detroit,Mar,5.5,0.66,summer-peak
Bay Area -> Detroit,May,10.18,1.2216,summer-peak
Bay Area -> Detroit,Nov,8.55,1.026,summer-peak
Bay Area -> Detroit,Oct,8.55,1.026,summer-peak
Bay Area -> Detroit,Sep,9.57,1.1484,summer-peak
Bay Area -> Minneapolis,Apr,7.91,0.9492,summer-peak
Bay Area -> Minneapolis,Aug,11.95,1.434,summer-peak
Bay Area -> Minneapolis,Dec,7.91,0.9492,summer-peak
Bay Area -> Minneapolis,Feb,3.7,0.444,summer-peak
Bay Area -> Minneapolis,Jan,6.4,0.768,summer-peak
Bay Area -> Minneapolis,Jul,11.28,1.3536,summer-peak
Bay Area -> Minneapolis,Jun,9.76,1.1712,summer-peak
Bay Area -> Minneapolis,Mar,3.54,0.4248,summer-peak
Bay Area -> Minneapolis,May,10.61,1.2732,summer-peak
Bay Area -> Minneapolis,Nov,9.43,1.1316,summer-peak
Bay Area -> Minneapolis,Oct,8.59,1.0308,summer-peak
Bay Area -> Minneapolis,Sep,8.92,1.0704,summer-peak
Bay Area -> Pittsburgh,Apr,8.16,0.9792,summer-peak
Bay Area -> Pittsburgh,Aug,10.88,1.3056,summer-peak
Bay Area -> Pittsburgh,Dec,5.14,0.6168,summer-peak
Bay Area -> Pittsburgh,Feb,3.93,0.4716,summer-peak
Bay Area -> Pittsburgh,Jan,5.74,0.6888,summer-peak
Bay Area -> Pittsburgh,Jul,9.06,1.0872,summer-peak
Bay Area -> Pittsburgh,Jun,10.88,1.3056,summer-peak
Bay Area -> Pittsburgh,Mar,9.06,1.0872,summer-peak
Bay Area -> Pittsburgh,May,8.46,1.0152,summer-peak
Bay Area -> Pittsburgh,Nov,10.57,1.2684,summer-peak
Bay Area -> Pittsburgh,Oct,8.46,1.0152,summer-peak
Bay Area -> Pittsburgh,Sep,9.67,1.1604,summer-peak
Boston -> Bay Area,Apr,6.41,0.7692,summer-peak
Boston -> Bay Area,Aug,13.12,1.5744,summer-peak
Boston -> Bay Area,Dec,4.69,0.5628,summer-peak
Boston -> Bay Area,Feb,3.44,0.4128,summer-peak
Boston -> Bay Area,Jan,5.16,0.6192,summer-peak
Boston -> Bay Area,Jul,10.94,1.3128,summer-peak
Boston -> Bay Area,Jun,8.75,1.05,summer-peak
Boston -> Bay Area,Mar,5.0,0.6,summer-peak
Boston -> Bay Area,May,9.84,1.1808,summer-peak
Boston -> Bay Area,Nov,7.34,0.8808,summer-peak
Boston -> Bay Area,Oct,12.5,1.5,summer-peak
Boston -> Bay Area,Sep,12.81,1.5372,summer-peak
Boston -> Dallas,Apr,5.81,0.6972,summer-peak
Boston -> Dallas,Aug,13.82,1.6584,summer-peak
Boston -> Dallas,Dec,4.52,0.5424,summer-peak
Boston -> Dallas,Feb,4.13,0.4956,summer-peak
Boston -> Dallas,Jan,4.01,0.4812,summer-peak
Boston -> Dallas,Jul,13.7,1.644,summer-peak
Boston -> Dallas,Jun,12.14,1.4568,summer-peak
Boston -> Dallas,Mar,6.07,0.7284,summer-peak
Boston -> Dallas,May,7.24,0.8688,summer-peak
Boston -> Dallas,Nov,7.11,0.8532,summer-peak
Boston -> Dallas,Oct,10.85,1.302,summer-peak
Boston -> Dallas,Sep,10.59,1.2708,summer-peak
Boston -> Houston,Apr,6.42,0.7704,summer-peak
Boston -> Houston,Aug,14.41,1.7292,summer-peak
Boston -> Houston,Dec,4.69,0.5628,summer-peak
Boston -> Houston,Feb,3.65,0.438,summer-peak
Boston -> Houston,Jan,3.82,0.4584,summer-peak
Boston -> Houston,Jul,13.37,1.6044,summer-peak
Boston -> Houston,Jun,10.24,1.2288,summer-peak
Boston -> Houston,Mar,3.47,0.4164,summer-peak
Boston -> Houston,May,10.42,1.2504,summer-peak
Boston -> Houston,Nov,5.56,0.6672,summer-peak
Boston -> Houston,Oct,11.63,1.3956,summer-peak
Boston -> Houston,Sep,12.33,1.4796,summer-peak
Boston -> LA Basin,Apr,6.73,0.8076,summer-peak
Boston -> LA Basin,Aug,13.47,1.6164,summer-peak
Boston -> LA Basin,Dec,6.35,0.762,summer-peak
Boston -> LA Basin,Feb,5.59,0.6708,summer-peak
Boston -> LA Basin,Jan,4.7,0.564,summer-peak
Boston -> LA Basin,Jul,10.93,1.3116,summer-peak
Boston -> LA Basin,Jun,7.12,0.8544,summer-peak
Boston -> LA Basin,Mar,5.21,0.6252,summer-peak
Boston -> LA Basin,May,9.66,1.1592,summer-peak
Boston -> LA Basin,Nov,7.62,0.9144,summer-peak
Boston -> LA Basin,Oct,11.18,1.3416,summer-peak
Boston -> LA Basin,Sep,11.44,1.3728,summer-peak
Boston -> Minneapolis,Apr,4.83,0.5796,summer-peak
Boston -> Minneapolis,Aug,11.72,1.4064,summer-peak
Boston -> Minneapolis,Dec,6.55,0.786,summer-peak
Boston -> Minneapolis,Feb,6.38,0.7656,summer-peak
Boston -> Minneapolis,Jan,3.45,0.414,summer-peak
Boston -> Minneapolis,Jul,13.45,1.614,summer-peak
Boston -> Minneapolis,Jun,11.03,1.3236,summer-peak
Boston -> Minneapolis,Mar,7.41,0.8892,summer-peak
Boston -> Minneapolis,May,8.1,0.972,summer-peak
Boston -> Minneapolis,Nov,6.72,0.8064,summer-peak
Boston -> Minneapolis,Oct,8.79,1.0548,summer-peak
Boston -> Minneapolis,Sep,11.55,1.386,summer-peak
Boston -> Nashville,Apr,7.83,0.9396,summer-peak
Boston -> Nashville,Aug,15.66,1.8792,summer-peak
Boston -> Nashville,Dec,11.45,1.374,summer-peak
Boston -> Nashville,Feb,4.22,0.5064,summer-peak
Boston -> Nashville,Jan,5.42,0.6504,summer-peak
Boston -> Nashville,Jul,10.84,1.3008,summer-peak
Boston -> Nashville,Jun,8.43,1.0116,summer-peak
