corridor,month,density_pct,cluster_label,slab,intensity
San Antonio -> Minneapolis,Sep,6.35,core-utilization,6%-9%,2
San Antonio -> South Florida,Apr,5.97,core-utilization,4%-6%,1
San Antonio -> South Florida,Aug,12.69,core-utilization,12%-15%,4
San Antonio -> South Florida,Dec,8.21,core-utilization,6%-9%,2
San Antonio -> South Florida,Feb,5.22,core-utilization,4%-6%,1
San Antonio -> South Florida,Jan,8.21,core-utilization,6%-9%,2
San Antonio -> South Florida,Jul,14.18,core-utilization,12%-15%,4
San Antonio -> South Florida,Jun,16.42,core-utilization,> 15%,5
San Antonio -> South Florida,Mar,7.46,core-utilization,6%-9%,2
San Antonio -> South Florida,May,6.72,core-utilization,6%-9%,2
San Antonio -> South Florida,Nov,5.97,core-utilization,4%-6%,1
San Antonio -> South Florida,Oct,5.22,core-utilization,4%-6%,1
San Antonio -> South Florida,Sep,3.73,core-utilization,< 4%,0
Seattle -> Phoenix Valley,Apr,4.17,core-utilization,4%-6%,1
Seattle -> Phoenix Valley,Aug,13.54,core-utilization,12%-15%,4
Seattle -> Phoenix Valley,Dec,5.21,core-utilization,4%-6%,1
Seattle -> Phoenix Valley,Feb,6.25,core-utilization,6%-9%,2
Seattle -> Phoenix Valley,Jan,8.33,core-utilization,6%-9%,2
Seattle -> Phoenix Valley,Jul,8.33,core-utilization,6%-9%,2
Seattle -> Phoenix Valley,Jun,9.38,core-utilization,9%-12%,3
Seattle -> Phoenix Valley,Mar,10.42,core-utilization,9%-12%,3
Seattle -> Phoenix Valley,May,8.33,core-utilization,6%-9%,2
Seattle -> Phoenix Valley,Nov,4.17,core-utilization,4%-6%,1
Seattle -> Phoenix Valley,Oct,10.42,core-utilization,9%-12%,3
Seattle -> Phoenix Valley,Sep,11.46,core-utilization,9%-12%,3
South Florida -> Denver,Apr,5.53,core-utilization,4%-6%,1
South Florida -> Denver,Aug,6.76,core-utilization,6%-9%,2
South Florida -> Denver,Dec,13.35,core-utilization,12%-15%,4
South Florida -> Denver,Feb,12.74,core-utilization,12%-15%,4
South Florida -> Denver,Jan,9.68,core-utilization,9%-12%,3
South Florida -> Denver,Jul,8.14,core-utilization,6%-9%,2
South Florida -> Denver,Jun,8.98,core-utilization,6%-9%,2
South Florida -> Denver,Mar,15.67,core-utilization,> 15%,5
South Florida -> Denver,May,5.92,core-utilization,4%-6%,1
South Florida -> Denver,Nov,4.76,core-utilization,4%-6%,1
South Florida -> Denver,Oct,4.09,core-utilization,4%-6%,1
South Florida -> Denver,Sep,4.38,core-utilization,4%-6%,1
St. Louis -> Denver,Apr,4.27,core-utilization,4%-6%,1
St. Louis -> Denver,Aug,7.83,core-utilization,6%-9%,2
St. Louis -> Denver,Dec,8.54,core-utilization,6%-9%,2
St. Louis -> Denver,Feb,16.01,core-utilization,> 15%,5
St. Louis -> Denver,Jan,17.79,core-utilization,> 15%,5
St. Louis -> Denver,Jul,8.19,core-utilization,6%-9%,2
St. Louis -> Denver,Jun,9.25,core-utilization,9%-12%,3
St. Louis -> Denver,Mar,10.68,core-utilization,9%-12%,3
St. Louis -> Denver,May,3.56,core-utilization,< 4%,0
St. Louis -> Denver,Nov,3.2,core-utilization,< 4%,0
St. Louis -> Denver,Oct,6.76,core-utilization,6%-9%,2
St. Louis -> Denver,Sep,3.91,core-utilization,< 4%,0
St. Louis -> South Florida,Apr,8.55,core-utilization,6%-9%,2
St. Louis -> South Florida,Aug,7.81,core-utilization,6%-9%,2
St. Louis -> South Florida,Dec,11.52,core-utilization,9%-12%,3
St. Louis -> South Florida,Feb,5.58,core-utilization,4%-6%,1
St. Louis -> South Florida,Jan,8.55,core-utilization,6%-9%,2
St. Louis -> South Florida,Jul,10.78,core-utilization,9%-12%,3
St. Louis -> South Florida,Jun,7.06,core-utilization,6%-9%,2
St. Louis -> South Florida,Mar,12.64,core-utilization,12%-15%,4
St. Louis -> South Florida,May,7.06,core-utilization,6%-9%,2
St. Louis -> South Florida,Nov,7.06,core-utilization,6%-9%,2
St. Louis -> South Florida,Oct,6.69,core-utilization,6%-9%,2
St. Louis -> South Florida,Sep,6.69,core-utilization,6%-9%,2
Atlanta -> Bay Area,Apr,13.58,multi-peak-directional,12%-15%,4
Atlanta -> Bay Area,Aug,11.94,multi-peak-directional,9%-12%,3
Atlanta -> Bay Area,Dec,5.62,multi-peak-directional,4%-6%,1
Atlanta -> Bay Area,Feb,6.56,multi-peak-directional,6%-9%,2
Atlanta -> Bay Area,Jan,2.81,multi-peak-directional,< 4%,0
Atlanta -> Bay Area,Jul,7.26,multi-peak-directional,6%-9%,2
Atlanta -> Bay Area,Jun,8.2,multi-peak-directional,6%-9%,2
Atlanta -> Bay Area,Mar,5.85,multi-peak-directional,4%-6%,1
Atlanta -> Bay Area,May,7.49,multi-peak-directional,6%-9%,2
Atlanta -> Bay Area,Nov,10.54,multi-peak-directional,9%-12%,3
Atlanta -> Bay Area,Oct,13.58,multi-peak-directional,12%-15%,4
Atlanta -> Bay Area,Sep,6.56,multi-peak-directional,6%-9%,2
Atlanta -> LA Basin,Apr,9.99,multi-peak-directional,9%-12%,3
Atlanta -> LA Basin,Aug,7.21,multi-peak-directional,6%-9%,2
Atlanta -> LA Basin,Dec,7.62,multi-peak-directional,6%-9%,2
Atlanta -> LA Basin,Feb,10.2,multi-peak-directional,9%-12%,3
Atlanta -> LA Basin,Jan,7.52,multi-peak-directional,6%-9%,2
Atlanta -> LA Basin,Jul,5.25,multi-peak-directional,4%-6%,1
Atlanta -> LA Basin,Jun,7.52,multi-peak-directional,6%-9%,2
Atlanta -> LA Basin,Mar,7.83,multi-peak-directional,6%-9%,2
Atlanta -> LA Basin,May,8.24,multi-peak-directional,6%-9%,2
Atlanta -> LA Basin,Nov,10.61,multi-peak-directional,9%-12%,3
Atlanta -> LA Basin,Oct,10.3,multi-peak-directional,9%-12%,3
Atlanta -> LA Basin,Sep,7.72,multi-peak-directional,6%-9%,2
Atlanta -> Minneapolis,Apr,9.09,multi-peak-directional,9%-12%,3
Atlanta -> Minneapolis,Aug,4.55,multi-peak-directional,4%-6%,1
Atlanta -> Minneapolis,Dec,21.21,multi-peak-directional,> 15%,5
Atlanta -> Minneapolis,Feb,1.52,multi-peak-directional,< 4%,0
Atlanta -> Minneapolis,Jan,6.06,multi-peak-directional,6%-9%,2
Atlanta -> Minneapolis,Jul,3.03,multi-peak-directional,< 4%,0
Atlanta -> Minneapolis,Jun,3.03,multi-peak-directional,< 4%,0
Atlanta -> Minneapolis,Mar,3.03,multi-peak-directional,< 4%,0
Atlanta -> Minneapolis,May,13.64,multi-peak-directional,12%-15%,4
Atlanta -> Minneapolis,Nov,18.18,multi-peak-directional,> 15%,5
Atlanta -> Minneapolis,Oct,15.15,multi-peak-directional,> 15%,5
Atlanta -> Minneapolis,Sep,1.52,multi-peak-directional,< 4%,0
Atlanta -> Phoenix Valley,Apr,12.07,multi-peak-directional,12%-15%,4
Atlanta -> Phoenix Valley,Aug,4.53,multi-peak-directional,4%-6%,1
Atlanta -> Phoenix Valley,Dec,9.27,multi-peak-directional,9%-12%,3
Atlanta -> Phoenix Valley,Feb,10.99,multi-peak-directional,9%-12%,3
Atlanta -> Phoenix Valley,Jan,6.9,multi-peak-directional,6%-9%,2
Atlanta -> Phoenix Valley,Jul,5.39,multi-peak-directional,4%-6%,1
Atlanta -> Phoenix Valley,Jun,4.53,multi-peak-directional,4%-6%,1
Atlanta -> Phoenix Valley,Mar,10.78,multi-peak-directional,9%-12%,3
Atlanta -> Phoenix Valley,May,10.56,multi-peak-directional,9%-12%,3
Atlanta -> Phoenix Valley,Nov,8.19,multi-peak-directional,6%-9%,2
Atlanta -> Phoenix Valley,Oct,8.41,multi-peak-directional,6%-9%,2
Atlanta -> Phoenix Valley,Sep,8.41,multi-peak-directional,6%-9%,2
Atlanta -> Seattle,Apr,9.43,multi-peak-directional,9%-12%,3
Atlanta -> Seattle,Aug,7.74,multi-peak-directional,6%-9%,2
Atlanta -> Seattle,Dec,8.08,multi-peak-directional,6%-9%,2
Atlanta -> Seattle,Feb,5.72,multi-peak-directional,4%-6%,1
Atlanta -> Seattle,Jan,4.71,multi-peak-directional,4%-6%,1
Atlanta -> Seattle,Jul,12.79,multi-peak-directional,12%-15%,4
Atlanta -> Seattle,Jun,6.06,multi-peak-directional,6%-9%,2
Atlanta -> Seattle,Mar,10.44,multi-peak-directional,9%-12%,3
Atlanta -> Seattle,May,6.73,multi-peak-directional,6%-9%,2
Atlanta -> Seattle,Nov,8.08,multi-peak-directional,6%-9%,2
Atlanta -> Seattle,Oct,8.42,multi-peak-directional,6%-9%,2
Atlanta -> Seattle,Sep,11.78,multi-peak-directional,9%-12%,3
Bay Area -> Atlanta,Apr,12.05,multi-peak-directional,12%-15%,4
Bay Area -> Atlanta,Aug,13.64,multi-peak-directional,12%-15%,4
Bay Area -> Atlanta,Dec,5.45,multi-peak-directional,4%-6%,1
Bay Area -> Atlanta,Feb,8.41,multi-peak-directional,6%-9%,2
Bay Area -> Atlanta,Jan,3.86,multi-peak-directional,< 4%,0
Bay Area -> Atlanta,Jul,5.68,multi-peak-directional,4%-6%,1
Bay Area -> Atlanta,Jun,8.18,multi-peak-directional,6%-9%,2
Bay Area -> Atlanta,Mar,7.05,multi-peak-directional,6%-9%,2
Bay Area -> Atlanta,May,6.36,multi-peak-directional,6%-9%,2
Bay Area -> Atlanta,Nov,11.36,multi-peak-directional,9%-12%,3
Bay Area -> Atlanta,Oct,10.91,multi-peak-directional,9%-12%,3
Bay Area -> Atlanta,Sep,7.05,multi-peak-directional,6%-9%,2
Bay Area -> DMV,Apr,9.13,multi-peak-directional,9%-12%,3
Bay Area -> DMV,Aug,6.7,multi-peak-directional,6%-9%,2
Bay Area -> DMV,Dec,7.61,multi-peak-directional,6%-9%,2
Bay Area -> DMV,Feb,6.24,multi-peak-directional,6%-9%,2
Bay Area -> DMV,Jan,8.22,multi-peak-directional,6%-9%,2
Bay Area -> DMV,Jul,7.0,multi-peak-directional,6%-9%,2
Bay Area -> DMV,Jun,9.74,multi-peak-directional,9%-12%,3
Bay Area -> DMV,Mar,8.98,multi-peak-directional,6%-9%,2
Bay Area -> DMV,May,9.59,multi-peak-directional,9%-12%,3
Bay Area -> DMV,Nov,8.83,multi-peak-directional,6%-9%,2
Bay Area -> DMV,Oct,9.44,multi-peak-directional,9%-12%,3
Bay Area -> DMV,Sep,8.52,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,Apr,7.29,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,Aug,9.52,multi-peak-directional,9%-12%,3
Bay Area -> Dallas,Dec,6.83,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,Feb,6.06,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,Jan,6.83,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,Jul,9.29,multi-peak-directional,9%-12%,3
Bay Area -> Dallas,Jun,9.06,multi-peak-directional,9%-12%,3
Bay Area -> Dallas,Mar,7.6,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,May,8.52,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,Nov,8.14,multi-peak-directional,6%-9%,2
Bay Area -> Dallas,Oct,11.13,multi-peak-directional,9%-12%,3
Bay Area -> Dallas,Sep,9.75,multi-peak-directional,9%-12%,3
Bay Area -> Houston,Apr,10.14,multi-peak-directional,9%-12%,3
Bay Area -> Houston,Aug,9.86,multi-peak-directional,9%-12%,3
Bay Area -> Houston,Dec,5.86,multi-peak-directional,4%-6%,1
Bay Area -> Houston,Feb,9.0,multi-peak-directional,9%-12%,3
Bay Area -> Houston,Jan,7.71,multi-peak-directional,6%-9%,2
Bay Area -> Houston,Jul,8.14,multi-peak-directional,6%-9%,2
Bay Area -> Houston,Jun,9.29,multi-peak-directional,9%-12%,3
Bay Area -> Houston,Mar,6.86,multi-peak-directional,6%-9%,2
Bay Area -> Houston,May,6.43,multi-peak-directional,6%-9%,2
Bay Area -> Houston,Nov,8.86,multi-peak-directional,6%-9%,2
Bay Area -> Houston,Oct,9.71,multi-peak-directional,9%-12%,3
Bay Area -> Houston,Sep,8.14,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Apr,6.78,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Aug,7.79,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Dec,6.03,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Feb,7.29,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Jan,7.29,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Jul,7.04,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Jun,9.55,multi-peak-directional,9%-12%,3
Bay Area -> Nashville,Mar,7.04,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,May,10.05,multi-peak-directional,9%-12%,3
Bay Area -> Nashville,Nov,6.28,multi-peak-directional,6%-9%,2
Bay Area -> Nashville,Oct,11.56,multi-peak-directional,9%-12%,3
Bay Area -> Nashville,Sep,13.32,multi-peak-directional,12%-15%,4
Bay Area -> New York City,Apr,7.55,multi-peak-directional,6%-9%,2
Bay Area -> New York City,Aug,7.88,multi-peak-directional,6%-9%,2
Bay Area -> New York City,Dec,7.5,multi-peak-directional,6%-9%,2
Bay Area -> New York City,Feb,4.73,multi-peak-directional,4%-6%,1
Bay Area -> New York City,Jan,6.03,multi-peak-directional,6%-9%,2
Bay Area -> New York City,Jul,6.79,multi-peak-directional,6%-9%,2
Bay Area -> New York City,Jun,11.14,multi-peak-directional,9%-12%,3
Bay Area -> New York City,Mar,6.68,multi-peak-directional,6%-9%,2
Bay Area -> New York City,May,9.4,multi-peak-directional,9%-12%,3
Bay Area -> New York City,Nov,10.6,multi-peak-directional,9%-12%,3
Bay Area -> New York City,Oct,10.49,multi-peak-directional,9%-12%,3
Bay Area -> New York City,Sep,11.2,multi-peak-directional,9%-12%,3
Bay Area -> North Florida,Apr,5.69,multi-peak-directional,4%-6%,1
Bay Area -> North Florida,Aug,7.92,multi-peak-directional,6%-9%,2
Bay Area -> North Florida,Dec,8.66,multi-peak-directional,6%-9%,2
Bay Area -> North Florida,Feb,8.17,multi-peak-directional,6%-9%,2
Bay Area -> North Florida,Jan,7.92,multi-peak-directional,6%-9%,2
Bay Area -> North Florida,Jul,5.94,multi-peak-directional,4%-6%,1
Bay Area -> North Florida,Jun,6.44,multi-peak-directional,6%-9%,2
Bay Area -> North Florida,Mar,10.15,multi-peak-directional,9%-12%,3
Bay Area -> North Florida,May,8.91,multi-peak-directional,6%-9%,2
Bay Area -> North Florida,Nov,10.64,multi-peak-directional,9%-12%,3
Bay Area -> North Florida,Oct,11.14,multi-peak-directional,9%-12%,3
Bay Area -> North Florida,Sep,8.42,multi-peak-directional,6%-9%,2
Bay Area -> Philadelphia,Apr,6.93,multi-peak-directional,6%-9%,2
Bay Area -> Philadelphia,Aug,7.66,multi-peak-directional,6%-9%,2
Bay Area -> Philadelphia,Dec,7.66,multi-peak-directional,6%-9%,2
Bay Area -> Philadelphia,Feb,4.01,multi-peak-directional,4%-6%,1
Bay Area -> Philadelphia,Jan,9.85,multi-peak-directional,9%-12%,3
Bay Area -> Philadelphia,Jul,8.39,multi-peak-directional,6%-9%,2
Bay Area -> Philadelphia,Jun,11.68,multi-peak-directional,9%-12%,3
Bay Area -> Philadelphia,Mar,5.47,multi-peak-directional,4%-6%,1
Bay Area -> Philadelphia,May,8.76,multi-peak-directional,6%-9%,2
Bay Area -> Philadelphia,Nov,8.76,multi-peak-directional,6%-9%,2
Bay Area -> Philadelphia,Oct,9.85,multi-peak-directional,9%-12%,3
Bay Area -> Philadelphia,Sep,10.95,multi-peak-directional,9%-12%,3
Bay Area -> San Antonio,Apr,9.0,multi-peak-directional,9%-12%,3
Bay Area -> San Antonio,Aug,9.45,multi-peak-directional,9%-12%,3
Bay Area -> San Antonio,Dec,7.05,multi-peak-directional,6%-9%,2
Bay Area -> San Antonio,Feb,5.85,multi-peak-directional,4%-6%,1
Bay Area -> San Antonio,Jan,5.4,multi-peak-directional,4%-6%,1
Bay Area -> San Antonio,Jul,7.65,multi-peak-directional,6%-9%,2
Bay Area -> San Antonio,Jun,7.95,multi-peak-directional,6%-9%,2
Bay Area -> San Antonio,Mar,9.0,multi-peak-directional,9%-12%,3
Bay Area -> San Antonio,May,7.35,multi-peak-directional,6%-9%,2
Bay Area -> San Antonio,Nov,10.79,multi-peak-directional,9%-12%,3
Bay Area -> San Antonio,Oct,11.39,multi-peak-directional,9%-12%,3
Bay Area -> San Antonio,Sep,9.15,multi-peak-directional,9%-12%,3
Bay Area -> St. Louis,Apr,9.43,multi-peak-directional,9%-12%,3
Bay Area -> St. Louis,Aug,9.31,multi-peak-directional,9%-12%,3
Bay Area -> St. Louis,Dec,6.17,multi-peak-directional,6%-9%,2
Bay Area -> St. Louis,Feb,7.13,multi-peak-directional,6%-9%,2
Bay Area -> St. Louis,Jan,5.93,multi-peak-directional,4%-6%,1
Bay Area -> St. Louis,Jul,9.19,multi-peak-directional,9%-12%,3
Bay Area -> St. Louis,Jun,9.07,multi-peak-directional,9%-12%,3
Bay Area -> St. Louis,Mar,5.32,multi-peak-directional,4%-6%,1
Bay Area -> St. Louis,May,9.79,multi-peak-directional,9%-12%,3
Bay Area -> St. Louis,Nov,8.71,multi-peak-directional,6%-9%,2
Bay Area -> St. Louis,Oct,10.16,multi-peak-directional,9%-12%,3
Bay Area -> St. Louis,Sep,9.79,multi-peak-directional,9%-12%,3
Boston -> Atlanta,Apr,7.35,multi-peak-directional,6%-9%,2
Boston -> Atlanta,Aug,13.24,multi-peak-directional,12%-15%,4
Boston -> Atlanta,Dec,7.84,multi-peak-directional,6%-9%,2
Boston -> Atlanta,Feb,4.9,multi-peak-directional,4%-6%,1
Boston -> Atlanta,Jan,8.82,multi-peak-directional,6%-9%,2
Boston -> Atlanta,Jul,9.8,multi-peak-directional,9%-12%,3
Boston -> Atlanta,Jun,5.39,multi-peak-directional,4%-6%,1
Boston -> Atlanta,Mar,6.37,multi-peak-directional,6%-9%,2
Boston -> Atlanta,May,10.78,multi-peak-directional,9%-12%,3
Boston -> Atlanta,Nov,9.31,multi-peak-directional,9%-12%,3
Boston -> Atlanta,Oct,9.8,multi-peak-directional,9%-12%,3
Boston -> Atlanta,Sep,6.37,multi-peak-directional,6%-9%,2
Boston -> North Florida,Apr,6.71,multi-peak-directional,6%-9%,2
Boston -> North Florida,Aug,9.24,multi-peak-directional,9%-12%,3
Boston -> North Florida,Dec,9.37,multi-peak-directional,9%-12%,3
Boston -> North Florida,Feb,8.48,multi-peak-directional,6%-9%,2
Boston -> North Florida,Jan,7.22,multi-peak-directional,6%-9%,2
Boston -> North Florida,Jul,7.22,multi-peak-directional,6%-9%,2
Boston -> North Florida,Jun,5.44,multi-peak-directional,4%-6%,1
Boston -> North Florida,Mar,7.97,multi-peak-directional,6%-9%,2
Boston -> North Florida,May,7.59,multi-peak-directional,6%-9%,2
Boston -> North Florida,Nov,8.86,multi-peak-directional,6%-9%,2
Boston -> North Florida,Oct,12.66,multi-peak-directional,12%-15%,4
Boston -> North Florida,Sep,9.24,multi-peak-directional,9%-12%,3
Boston -> Phoenix Valley,Apr,5.48,multi-peak-directional,4%-6%,1
Boston -> Phoenix Valley,Aug,7.19,multi-peak-directional,6%-9%,2
Boston -> Phoenix Valley,Dec,10.27,multi-peak-directional,9%-12%,3
Boston -> Phoenix Valley,Feb,7.53,multi-peak-directional,6%-9%,2
Boston -> Phoenix Valley,Jan,6.51,multi-peak-directional,6%-9%,2
Boston -> Phoenix Valley,Jul,6.51,multi-peak-directional,6%-9%,2
Boston -> Phoenix Valley,Jun,5.82,multi-peak-directional,4%-6%,1
Boston -> Phoenix Valley,Mar,10.96,multi-peak-directional,9%-12%,3
Boston -> Phoenix Valley,May,5.82,multi-peak-directional,4%-6%,1
Boston -> Phoenix Valley,Nov,10.62,multi-peak-directional,9%-12%,3
Boston -> Phoenix Valley,Oct,15.75,multi-peak-directional,> 15%,5
Boston -> Phoenix Valley,Sep,7.53,multi-peak-directional,6%-9%,2
Charlotte -> LA Basin,Apr,10.26,multi-peak-directional,9%-12%,3
Charlotte -> LA Basin,Aug,8.4,multi-peak-directional,6%-9%,2
Charlotte -> LA Basin,Dec,7.55,multi-peak-directional,6%-9%,2
Charlotte -> LA Basin,Feb,9.69,multi-peak-directional,9%-12%,3
Charlotte -> LA Basin,Jan,6.27,multi-peak-directional,6%-9%,2
Charlotte -> LA Basin,Jul,7.26,multi-peak-directional,6%-9%,2
Charlotte -> LA Basin,Jun,5.98,multi-peak-directional,4%-6%,1
Charlotte -> LA Basin,Mar,7.98,multi-peak-directional,6%-9%,2
Charlotte -> LA Basin,May,9.26,multi-peak-directional,9%-12%,3
Charlotte -> LA Basin,Nov,9.26,multi-peak-directional,9%-12%,3
Charlotte -> LA Basin,Oct,10.68,multi-peak-directional,9%-12%,3
Charlotte -> LA Basin,Sep,7.41,multi-peak-directional,6%-9%,2
Charlotte -> Minneapolis,Apr,8.93,multi-peak-directional,6%-9%,2
Charlotte -> Minneapolis,Aug,7.74,multi-peak-directional,6%-9%,2
Charlotte -> Minneapolis,Dec,8.93,multi-peak-directional,6%-9%,2
Charlotte -> Minneapolis,Feb,6.55,multi-peak-directional,6%-9%,2
Charlotte -> Minneapolis,Jan,7.74,multi-peak-directional,6%-9%,2
Charlotte -> Minneapolis,Jul,2.38,multi-peak-directional,< 4%,0
Charlotte -> Minneapolis,Jun,4.76,multi-peak-directional,4%-6%,1
Charlotte -> Minneapolis,Mar,6.55,multi-peak-directional,6%-9%,2
Charlotte -> Minneapolis,May,10.71,multi-peak-directional,9%-12%,3
Charlotte -> Minneapolis,Nov,17.26,multi-peak-directional,> 15%,5
Charlotte -> Minneapolis,Oct,10.12,multi-peak-directional,9%-12%,3
Charlotte -> Minneapolis,Sep,8.33,multi-peak-directional,6%-9%,2
Charlotte -> Phoenix Valley,Apr,9.15,multi-peak-directional,9%-12%,3
Charlotte -> Phoenix Valley,Aug,4.1,multi-peak-directional,4%-6%,1
Charlotte -> Phoenix Valley,Dec,9.78,multi-peak-directional,9%-12%,3
Charlotte -> Phoenix Valley,Feb,8.83,multi-peak-directional,6%-9%,2
Charlotte -> Phoenix Valley,Jan,6.31,multi-peak-directional,6%-9%,2
Charlotte -> Phoenix Valley,Jul,5.05,multi-peak-directional,4%-6%,1
Charlotte -> Phoenix Valley,Jun,9.78,multi-peak-directional,9%-12%,3
Charlotte -> Phoenix Valley,Mar,7.57,multi-peak-directional,6%-9%,2
Charlotte -> Phoenix Valley,May,5.99,multi-peak-directional,4%-6%,1
Charlotte -> Phoenix Valley,Nov,12.62,multi-peak-directional,12%-15%,4
Charlotte -> Phoenix Valley,Oct,11.67,multi-peak-directional,9%-12%,3
Charlotte -> Phoenix Valley,Sep,9.15,multi-peak-directional,9%-12%,3
Charlotte -> San Antonio,Apr,14.08,multi-peak-directional,12%-15%,4
Charlotte -> San Antonio,Aug,3.45,multi-peak-directional,< 4%,0
Charlotte -> San Antonio,Dec,10.63,multi-peak-directional,9%-12%,3
Charlotte -> San Antonio,Feb,6.9,multi-peak-directional,6%-9%,2
Charlotte -> San Antonio,Jan,9.77,multi-peak-directional,9%-12%,3
Charlotte -> San Antonio,Jul,4.6,multi-peak-directional,4%-6%,1
Charlotte -> San Antonio,Jun,4.31,multi-peak-directional,4%-6%,1
Charlotte -> San Antonio,Mar,8.05,multi-peak-directional,6%-9%,2
Charlotte -> San Antonio,May,9.2,multi-peak-directional,9%-12%,3
Charlotte -> San Antonio,Nov,10.92,multi-peak-directional,9%-12%,3
Charlotte -> San Antonio,Oct,10.92,multi-peak-directional,9%-12%,3
Charlotte -> San Antonio,Sep,7.18,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,Apr,7.16,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,Aug,8.01,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,Dec,9.28,multi-peak-directional,9%-12%,3
Chicago -> LA Basin,Feb,7.9,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,Jan,6.32,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,Jul,7.51,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,Jun,7.51,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,Mar,7.74,multi-peak-directional,6%-9%,2
Chicago -> LA Basin,May,9.63,multi-peak-directional,9%-12%,3
Chicago -> LA Basin,Nov,10.25,multi-peak-directional,9%-12%,3
Chicago -> LA Basin,Oct,9.82,multi-peak-directional,9%-12%,3
Chicago -> LA Basin,Sep,8.86,multi-peak-directional,6%-9%,2
Chicago -> Phoenix Valley,Apr,10.26,multi-peak-directional,9%-12%,3
Chicago -> Phoenix Valley,Aug,5.86,multi-peak-directional,4%-6%,1
Chicago -> Phoenix Valley,Dec,10.11,multi-peak-directional,9%-12%,3
Chicago -> Phoenix Valley,Feb,9.01,multi-peak-directional,9%-12%,3
Chicago -> Phoenix Valley,Jan,10.04,multi-peak-directional,9%-12%,3
