corridor,month,seasonality_index,cluster_label,slab,intensity
Detroit -> Houston,Jun,0.98,core-utilization,0.7x-1.0x,2
Detroit -> Houston,Jul,1.26,core-utilization,1.0x-1.3x,3
Detroit -> Houston,Aug,0.7,core-utilization,0.7x-1.0x,2
Detroit -> Houston,Sep,1.26,core-utilization,1.0x-1.3x,3
Detroit -> Houston,Oct,1.95,core-utilization,>= 1.6x,5
Detroit -> Houston,Nov,0.84,core-utilization,0.7x-1.0x,2
Detroit -> Houston,Dec,0.42,core-utilization,< 0.5x,0
Detroit -> Minneapolis,Jan,0.47,core-utilization,< 0.5x,0
Detroit -> Minneapolis,Feb,0.65,core-utilization,0.5x-0.7x,1
Detroit -> Minneapolis,Mar,0.47,core-utilization,< 0.5x,0
Detroit -> Minneapolis,Apr,0.94,core-utilization,0.7x-1.0x,2
Detroit -> Minneapolis,May,0.94,core-utilization,0.7x-1.0x,2
Detroit -> Minneapolis,Jun,1.53,core-utilization,1.3x-1.6x,4
Detroit -> Minneapolis,Jul,1.06,core-utilization,1.0x-1.3x,3
Detroit -> Minneapolis,Aug,1.29,core-utilization,1.0x-1.3x,3
Detroit -> Minneapolis,Sep,1.47,core-utilization,1.3x-1.6x,4
Detroit -> Minneapolis,Oct,1.18,core-utilization,1.0x-1.3x,3
Detroit -> Minneapolis,Nov,1.29,core-utilization,1.0x-1.3x,3
Detroit -> Minneapolis,Dec,0.71,core-utilization,0.7x-1.0x,2
Detroit -> San Antonio,Jan,0.51,core-utilization,0.5x-0.7x,1
Detroit -> San Antonio,Feb,0.0,core-utilization,< 0.5x,0
Detroit -> San Antonio,Mar,1.28,core-utilization,1.0x-1.3x,3
Detroit -> San Antonio,Apr,1.53,core-utilization,1.3x-1.6x,4
Detroit -> San Antonio,May,1.02,core-utilization,1.0x-1.3x,3
Detroit -> San Antonio,Jun,0.51,core-utilization,0.5x-0.7x,1
Detroit -> San Antonio,Jul,0.0,core-utilization,< 0.5x,0
Detroit -> San Antonio,Aug,1.28,core-utilization,1.0x-1.3x,3
Detroit -> San Antonio,Sep,1.79,core-utilization,>= 1.6x,5
Detroit -> San Antonio,Oct,1.53,core-utilization,1.3x-1.6x,4
Detroit -> San Antonio,Nov,2.04,core-utilization,>= 1.6x,5
Detroit -> San Antonio,Dec,0.51,core-utilization,0.5x-0.7x,1
Houston -> Atlanta,Jan,1.0,core-utilization,1.0x-1.3x,3
Houston -> Atlanta,Feb,0.29,core-utilization,< 0.5x,0
Houston -> Atlanta,Mar,0.5,core-utilization,0.5x-0.7x,1
Houston -> Atlanta,Apr,0.93,core-utilization,0.7x-1.0x,2
Houston -> Atlanta,May,1.14,core-utilization,1.0x-1.3x,3
Houston -> Atlanta,Jun,1.29,core-utilization,1.0x-1.3x,3
Houston -> Atlanta,Jul,0.79,core-utilization,0.7x-1.0x,2
Houston -> Atlanta,Aug,1.07,core-utilization,1.0x-1.3x,3
Houston -> Atlanta,Sep,0.86,core-utilization,0.7x-1.0x,2
Houston -> Atlanta,Oct,1.79,core-utilization,>= 1.6x,5
Houston -> Atlanta,Nov,1.71,core-utilization,>= 1.6x,5
Houston -> Atlanta,Dec,0.64,core-utilization,0.5x-0.7x,1
Houston -> Bay Area,Jan,0.48,core-utilization,< 0.5x,0
Houston -> Bay Area,Feb,0.96,core-utilization,0.7x-1.0x,2
Houston -> Bay Area,Mar,0.48,core-utilization,< 0.5x,0
Houston -> Bay Area,Apr,0.48,core-utilization,< 0.5x,0
Houston -> Bay Area,May,0.96,core-utilization,0.7x-1.0x,2
Houston -> Bay Area,Jun,0.96,core-utilization,0.7x-1.0x,2
Houston -> Bay Area,Jul,0.48,core-utilization,< 0.5x,0
Houston -> Bay Area,Aug,1.92,core-utilization,>= 1.6x,5
Houston -> Bay Area,Sep,0.96,core-utilization,0.7x-1.0x,2
Houston -> Bay Area,Oct,1.92,core-utilization,>= 1.6x,5
Houston -> Bay Area,Nov,2.4,core-utilization,>= 1.6x,5
Houston -> Bay Area,Dec,0.0,core-utilization,< 0.5x,0
Houston -> Boston,Jan,0.39,core-utilization,< 0.5x,0
Houston -> Boston,Feb,1.18,core-utilization,1.0x-1.3x,3
Houston -> Boston,Mar,0.2,core-utilization,< 0.5x,0
Houston -> Boston,Apr,0.59,core-utilization,0.5x-0.7x,1
Houston -> Boston,May,0.98,core-utilization,0.7x-1.0x,2
Houston -> Boston,Jun,2.36,core-utilization,>= 1.6x,5
Houston -> Boston,Jul,0.79,core-utilization,0.7x-1.0x,2
Houston -> Boston,Aug,0.79,core-utilization,0.7x-1.0x,2
Houston -> Boston,Sep,1.18,core-utilization,1.0x-1.3x,3
Houston -> Boston,Oct,1.77,core-utilization,>= 1.6x,5
Houston -> Boston,Nov,1.18,core-utilization,1.0x-1.3x,3
Houston -> Boston,Dec,0.59,core-utilization,0.5x-0.7x,1
Houston -> Charlotte,Jan,0.5,core-utilization,0.5x-0.7x,1
Houston -> Charlotte,Feb,0.5,core-utilization,0.5x-0.7x,1
Houston -> Charlotte,Mar,0.55,core-utilization,0.5x-0.7x,1
Houston -> Charlotte,Apr,1.4,core-utilization,1.3x-1.6x,4
Houston -> Charlotte,May,0.9,core-utilization,0.7x-1.0x,2
Houston -> Charlotte,Jun,1.65,core-utilization,>= 1.6x,5
Houston -> Charlotte,Jul,1.1,core-utilization,1.0x-1.3x,3
Houston -> Charlotte,Aug,1.25,core-utilization,1.0x-1.3x,3
Houston -> Charlotte,Sep,1.0,core-utilization,1.0x-1.3x,3
Houston -> Charlotte,Oct,1.35,core-utilization,1.3x-1.6x,4
Houston -> Charlotte,Nov,1.05,core-utilization,1.0x-1.3x,3
Houston -> Charlotte,Dec,0.75,core-utilization,0.7x-1.0x,2
Houston -> Detroit,Jan,0.91,core-utilization,0.7x-1.0x,2
Houston -> Detroit,Feb,0.34,core-utilization,< 0.5x,0
Houston -> Detroit,Mar,0.8,core-utilization,0.7x-1.0x,2
Houston -> Detroit,Apr,0.8,core-utilization,0.7x-1.0x,2
Houston -> Detroit,May,1.26,core-utilization,1.0x-1.3x,3
Houston -> Detroit,Jun,0.46,core-utilization,< 0.5x,0
Houston -> Detroit,Jul,1.03,core-utilization,1.0x-1.3x,3
Houston -> Detroit,Aug,1.6,core-utilization,>= 1.6x,5
Houston -> Detroit,Sep,1.71,core-utilization,>= 1.6x,5
Houston -> Detroit,Oct,1.26,core-utilization,1.0x-1.3x,3
Houston -> Detroit,Nov,1.14,core-utilization,1.0x-1.3x,3
Houston -> Detroit,Dec,0.69,core-utilization,0.5x-0.7x,1
Houston -> Minneapolis,Jan,1.05,core-utilization,1.0x-1.3x,3
Houston -> Minneapolis,Feb,0.23,core-utilization,< 0.5x,0
Houston -> Minneapolis,Mar,0.47,core-utilization,< 0.5x,0
Houston -> Minneapolis,Apr,0.35,core-utilization,< 0.5x,0
Houston -> Minneapolis,May,0.93,core-utilization,0.7x-1.0x,2
Houston -> Minneapolis,Jun,1.75,core-utilization,>= 1.6x,5
Houston -> Minneapolis,Jul,1.05,core-utilization,1.0x-1.3x,3
Houston -> Minneapolis,Aug,0.82,core-utilization,0.7x-1.0x,2
Houston -> Minneapolis,Sep,1.51,core-utilization,1.3x-1.6x,4
Houston -> Minneapolis,Oct,1.75,core-utilization,>= 1.6x,5
Houston -> Minneapolis,Nov,1.63,core-utilization,>= 1.6x,5
Houston -> Minneapolis,Dec,0.47,core-utilization,< 0.5x,0
Houston -> Nashville,Jan,0.23,core-utilization,< 0.5x,0
Houston -> Nashville,Feb,0.53,core-utilization,0.5x-0.7x,1
Houston -> Nashville,Mar,0.91,core-utilization,0.7x-1.0x,2
Houston -> Nashville,Apr,0.83,core-utilization,0.7x-1.0x,2
Houston -> Nashville,May,1.28,core-utilization,1.0x-1.3x,3
Houston -> Nashville,Jun,1.06,core-utilization,1.0x-1.3x,3
Houston -> Nashville,Jul,0.91,core-utilization,0.7x-1.0x,2
Houston -> Nashville,Aug,1.06,core-utilization,1.0x-1.3x,3
Houston -> Nashville,Sep,1.13,core-utilization,1.0x-1.3x,3
Houston -> Nashville,Oct,1.81,core-utilization,>= 1.6x,5
Houston -> Nashville,Nov,1.81,core-utilization,>= 1.6x,5
Houston -> Nashville,Dec,0.45,core-utilization,< 0.5x,0
LA Basin -> Detroit,Jan,0.26,core-utilization,< 0.5x,0
LA Basin -> Detroit,Feb,1.04,core-utilization,1.0x-1.3x,3
LA Basin -> Detroit,Mar,0.52,core-utilization,0.5x-0.7x,1
LA Basin -> Detroit,Apr,0.78,core-utilization,0.7x-1.0x,2
LA Basin -> Detroit,May,2.09,core-utilization,>= 1.6x,5
LA Basin -> Detroit,Jun,1.83,core-utilization,>= 1.6x,5
LA Basin -> Detroit,Jul,0.78,core-utilization,0.7x-1.0x,2
LA Basin -> Detroit,Aug,1.04,core-utilization,1.0x-1.3x,3
LA Basin -> Detroit,Sep,1.04,core-utilization,1.0x-1.3x,3
LA Basin -> Detroit,Oct,1.04,core-utilization,1.0x-1.3x,3
LA Basin -> Detroit,Nov,0.78,core-utilization,0.7x-1.0x,2
LA Basin -> Detroit,Dec,0.78,core-utilization,0.7x-1.0x,2
Minneapolis -> Atlanta,Jan,0.57,core-utilization,0.5x-0.7x,1
Minneapolis -> Atlanta,Feb,0.74,core-utilization,0.7x-1.0x,2
Minneapolis -> Atlanta,Mar,0.45,core-utilization,< 0.5x,0
Minneapolis -> Atlanta,Apr,1.3,core-utilization,1.3x-1.6x,4
Minneapolis -> Atlanta,May,1.19,core-utilization,1.0x-1.3x,3
Minneapolis -> Atlanta,Jun,1.7,core-utilization,>= 1.6x,5
Minneapolis -> Atlanta,Jul,0.96,core-utilization,0.7x-1.0x,2
Minneapolis -> Atlanta,Aug,0.85,core-utilization,0.7x-1.0x,2
Minneapolis -> Atlanta,Sep,1.13,core-utilization,1.0x-1.3x,3
Minneapolis -> Atlanta,Oct,1.58,core-utilization,1.3x-1.6x,4
Minneapolis -> Atlanta,Nov,0.91,core-utilization,0.7x-1.0x,2
Minneapolis -> Atlanta,Dec,0.62,core-utilization,0.5x-0.7x,1
Minneapolis -> Bay Area,Jan,0.49,core-utilization,< 0.5x,0
Minneapolis -> Bay Area,Feb,0.99,core-utilization,0.7x-1.0x,2
Minneapolis -> Bay Area,Mar,0.66,core-utilization,0.5x-0.7x,1
Minneapolis -> Bay Area,Apr,0.49,core-utilization,< 0.5x,0
Minneapolis -> Bay Area,May,1.48,core-utilization,1.3x-1.6x,4
Minneapolis -> Bay Area,Jun,0.66,core-utilization,0.5x-0.7x,1
Minneapolis -> Bay Area,Jul,0.66,core-utilization,0.5x-0.7x,1
Minneapolis -> Bay Area,Aug,1.32,core-utilization,1.3x-1.6x,4
Minneapolis -> Bay Area,Sep,1.64,core-utilization,>= 1.6x,5
Minneapolis -> Bay Area,Oct,1.81,core-utilization,>= 1.6x,5
Minneapolis -> Bay Area,Nov,0.82,core-utilization,0.7x-1.0x,2
Minneapolis -> Bay Area,Dec,0.99,core-utilization,0.7x-1.0x,2
Minneapolis -> DMV,Jan,0.65,core-utilization,0.5x-0.7x,1
Minneapolis -> DMV,Feb,0.49,core-utilization,< 0.5x,0
Minneapolis -> DMV,Mar,0.73,core-utilization,0.7x-1.0x,2
Minneapolis -> DMV,Apr,0.9,core-utilization,0.7x-1.0x,2
Minneapolis -> DMV,May,0.65,core-utilization,0.5x-0.7x,1
Minneapolis -> DMV,Jun,1.8,core-utilization,>= 1.6x,5
Minneapolis -> DMV,Jul,0.9,core-utilization,0.7x-1.0x,2
Minneapolis -> DMV,Aug,1.55,core-utilization,1.3x-1.6x,4
Minneapolis -> DMV,Sep,1.06,core-utilization,1.0x-1.3x,3
Minneapolis -> DMV,Oct,1.14,core-utilization,1.0x-1.3x,3
Minneapolis -> DMV,Nov,1.55,core-utilization,1.3x-1.6x,4
Minneapolis -> DMV,Dec,0.57,core-utilization,0.5x-0.7x,1
Minneapolis -> Dallas,Jan,0.78,core-utilization,0.7x-1.0x,2
Minneapolis -> Dallas,Feb,0.75,core-utilization,0.7x-1.0x,2
Minneapolis -> Dallas,Mar,0.34,core-utilization,< 0.5x,0
Minneapolis -> Dallas,Apr,0.78,core-utilization,0.7x-1.0x,2
Minneapolis -> Dallas,May,1.42,core-utilization,1.3x-1.6x,4
Minneapolis -> Dallas,Jun,1.27,core-utilization,1.0x-1.3x,3
Minneapolis -> Dallas,Jul,1.04,core-utilization,1.0x-1.3x,3
Minneapolis -> Dallas,Aug,1.04,core-utilization,1.0x-1.3x,3
Minneapolis -> Dallas,Sep,1.27,core-utilization,1.0x-1.3x,3
Minneapolis -> Dallas,Oct,1.38,core-utilization,1.3x-1.6x,4
Minneapolis -> Dallas,Nov,1.12,core-utilization,1.0x-1.3x,3
Minneapolis -> Dallas,Dec,0.82,core-utilization,0.7x-1.0x,2
Minneapolis -> Detroit,Jan,0.41,core-utilization,< 0.5x,0
Minneapolis -> Detroit,Feb,0.62,core-utilization,0.5x-0.7x,1
Minneapolis -> Detroit,Mar,0.62,core-utilization,0.5x-0.7x,1
Minneapolis -> Detroit,Apr,0.62,core-utilization,0.5x-0.7x,1
Minneapolis -> Detroit,May,1.66,core-utilization,>= 1.6x,5
Minneapolis -> Detroit,Jun,0.62,core-utilization,0.5x-0.7x,1
Minneapolis -> Detroit,Jul,1.24,core-utilization,1.0x-1.3x,3
Minneapolis -> Detroit,Aug,1.86,core-utilization,>= 1.6x,5
Minneapolis -> Detroit,Sep,1.45,core-utilization,1.3x-1.6x,4
Minneapolis -> Detroit,Oct,1.45,core-utilization,1.3x-1.6x,4
Minneapolis -> Detroit,Nov,1.45,core-utilization,1.3x-1.6x,4
Minneapolis -> Detroit,Dec,0.0,core-utilization,< 0.5x,0
Minneapolis -> Houston,Jan,0.59,core-utilization,0.5x-0.7x,1
Minneapolis -> Houston,Feb,0.24,core-utilization,< 0.5x,0
Minneapolis -> Houston,Mar,0.82,core-utilization,0.7x-1.0x,2
Minneapolis -> Houston,Apr,0.59,core-utilization,0.5x-0.7x,1
Minneapolis -> Houston,May,0.94,core-utilization,0.7x-1.0x,2
Minneapolis -> Houston,Jun,1.65,core-utilization,>= 1.6x,5
Minneapolis -> Houston,Jul,1.06,core-utilization,1.0x-1.3x,3
Minneapolis -> Houston,Aug,0.47,core-utilization,< 0.5x,0
Minneapolis -> Houston,Sep,1.41,core-utilization,1.3x-1.6x,4
Minneapolis -> Houston,Oct,1.65,core-utilization,>= 1.6x,5
Minneapolis -> Houston,Nov,1.53,core-utilization,1.3x-1.6x,4
Minneapolis -> Houston,Dec,1.06,core-utilization,1.0x-1.3x,3
Minneapolis -> New York City,Jan,0.92,core-utilization,0.7x-1.0x,2
Minneapolis -> New York City,Feb,0.46,core-utilization,< 0.5x,0
Minneapolis -> New York City,Mar,0.87,core-utilization,0.7x-1.0x,2
Minneapolis -> New York City,Apr,0.6,core-utilization,0.5x-0.7x,1
Minneapolis -> New York City,May,0.97,core-utilization,0.7x-1.0x,2
Minneapolis -> New York City,Jun,0.78,core-utilization,0.7x-1.0x,2
Minneapolis -> New York City,Jul,1.33,core-utilization,1.3x-1.6x,4
Minneapolis -> New York City,Aug,1.1,core-utilization,1.0x-1.3x,3
Minneapolis -> New York City,Sep,1.84,core-utilization,>= 1.6x,5
Minneapolis -> New York City,Oct,1.15,core-utilization,1.0x-1.3x,3
Minneapolis -> New York City,Nov,1.06,core-utilization,1.0x-1.3x,3
Minneapolis -> New York City,Dec,0.92,core-utilization,0.7x-1.0x,2
Minneapolis -> Philadelphia,Jan,0.21,core-utilization,< 0.5x,0
Minneapolis -> Philadelphia,Feb,0.21,core-utilization,< 0.5x,0
Minneapolis -> Philadelphia,Mar,0.83,core-utilization,0.7x-1.0x,2
Minneapolis -> Philadelphia,Apr,1.03,core-utilization,1.0x-1.3x,3
Minneapolis -> Philadelphia,May,1.86,core-utilization,>= 1.6x,5
Minneapolis -> Philadelphia,Jun,1.45,core-utilization,1.3x-1.6x,4
Minneapolis -> Philadelphia,Jul,0.62,core-utilization,0.5x-0.7x,1
Minneapolis -> Philadelphia,Aug,1.86,core-utilization,>= 1.6x,5
Minneapolis -> Philadelphia,Sep,1.03,core-utilization,1.0x-1.3x,3
Minneapolis -> Philadelphia,Oct,1.66,core-utilization,>= 1.6x,5
Minneapolis -> Philadelphia,Nov,1.03,core-utilization,1.0x-1.3x,3
Minneapolis -> Philadelphia,Dec,0.21,core-utilization,< 0.5x,0
Minneapolis -> St. Louis,Jan,0.72,core-utilization,0.7x-1.0x,2
Minneapolis -> St. Louis,Feb,0.6,core-utilization,0.5x-0.7x,1
Minneapolis -> St. Louis,Mar,0.36,core-utilization,< 0.5x,0
Minneapolis -> St. Louis,Apr,1.08,core-utilization,1.0x-1.3x,3
Minneapolis -> St. Louis,May,0.48,core-utilization,< 0.5x,0
Minneapolis -> St. Louis,Jun,1.56,core-utilization,1.3x-1.6x,4
Minneapolis -> St. Louis,Jul,1.2,core-utilization,1.0x-1.3x,3
Minneapolis -> St. Louis,Aug,1.2,core-utilization,1.0x-1.3x,3
Minneapolis -> St. Louis,Sep,1.2,core-utilization,1.0x-1.3x,3
Minneapolis -> St. Louis,Oct,1.2,core-utilization,1.0x-1.3x,3
Minneapolis -> St. Louis,Nov,1.44,core-utilization,1.3x-1.6x,4
Minneapolis -> St. Louis,Dec,0.96,core-utilization,0.7x-1.0x,2
Nashville -> Boston,Jan,0.49,core-utilization,< 0.5x,0
Nashville -> Boston,Feb,0.37,core-utilization,< 0.5x,0
Nashville -> Boston,Mar,0.37,core-utilization,< 0.5x,0
Nashville -> Boston,Apr,0.67,core-utilization,0.5x-0.7x,1
Nashville -> Boston,May,1.1,core-utilization,1.0x-1.3x,3
Nashville -> Boston,Jun,1.47,core-utilization,1.3x-1.6x,4
Nashville -> Boston,Jul,1.35,core-utilization,1.3x-1.6x,4
Nashville -> Boston,Aug,1.59,core-utilization,1.3x-1.6x,4
Nashville -> Boston,Sep,1.78,core-utilization,>= 1.6x,5
Nashville -> Boston,Oct,1.41,core-utilization,1.3x-1.6x,4
Nashville -> Boston,Nov,0.73,core-utilization,0.7x-1.0x,2
Nashville -> Boston,Dec,0.67,core-utilization,0.5x-0.7x,1
Nashville -> DMV,Jan,0.3,core-utilization,< 0.5x,0
Nashville -> DMV,Feb,0.3,core-utilization,< 0.5x,0
Nashville -> DMV,Mar,1.04,core-utilization,1.0x-1.3x,3
Nashville -> DMV,Apr,1.19,core-utilization,1.0x-1.3x,3
Nashville -> DMV,May,0.3,core-utilization,< 0.5x,0
Nashville -> DMV,Jun,1.04,core-utilization,1.0x-1.3x,3
Nashville -> DMV,Jul,1.04,core-utilization,1.0x-1.3x,3
Nashville -> DMV,Aug,2.22,core-utilization,>= 1.6x,5
Nashville -> DMV,Sep,1.78,core-utilization,>= 1.6x,5
Nashville -> DMV,Oct,1.48,core-utilization,1.3x-1.6x,4
Nashville -> DMV,Nov,0.89,core-utilization,0.7x-1.0x,2
Nashville -> DMV,Dec,0.44,core-utilization,< 0.5x,0
Nashville -> New York City,Jan,0.38,core-utilization,< 0.5x,0
Nashville -> New York City,Feb,0.53,core-utilization,0.5x-0.7x,1
Nashville -> New York City,Mar,0.67,core-utilization,0.5x-0.7x,1
Nashville -> New York City,Apr,0.94,core-utilization,0.7x-1.0x,2
Nashville -> New York City,May,1.23,core-utilization,1.0x-1.3x,3
Nashville -> New York City,Jun,1.09,core-utilization,1.0x-1.3x,3
Nashville -> New York City,Jul,0.73,core-utilization,0.7x-1.0x,2
Nashville -> New York City,Aug,1.23,core-utilization,1.0x-1.3x,3
Nashville -> New York City,Sep,1.2,core-utilization,1.0x-1.3x,3
Nashville -> New York City,Oct,1.5,core-utilization,1.3x-1.6x,4
Nashville -> New York City,Nov,1.23,core-utilization,1.0x-1.3x,3
Nashville -> New York City,Dec,1.26,core-utilization,1.0x-1.3x,3
New York City -> Boston,Jan,0.0,core-utilization,< 0.5x,0
New York City -> Boston,Feb,0.0,core-utilization,< 0.5x,0
New York City -> Boston,Mar,0.0,core-utilization,< 0.5x,0
New York City -> Boston,Apr,2.61,core-utilization,>= 1.6x,5
New York City -> Boston,May,1.57,core-utilization,1.3x-1.6x,4
New York City -> Boston,Jun,3.13,core-utilization,>= 1.6x,5
New York City -> Boston,Jul,0.52,core-utilization,0.5x-0.7x,1
New York City -> Boston,Aug,1.57,core-utilization,1.3x-1.6x,4
New York City -> Boston,Sep,0.52,core-utilization,0.5x-0.7x,1
New York City -> Boston,Oct,0.0,core-utilization,< 0.5x,0
New York City -> Boston,Nov,1.04,core-utilization,1.0x-1.3x,3
New York City -> Boston,Dec,1.04,core-utilization,1.0x-1.3x,3
New York City -> Chicago,Jan,0.58,core-utilization,0.5x-0.7x,1
New York City -> Chicago,Feb,0.75,core-utilization,0.7x-1.0x,2
New York City -> Chicago,Mar,0.72,core-utilization,0.7x-1.0x,2
New York City -> Chicago,Apr,0.85,core-utilization,0.7x-1.0x,2
New York City -> Chicago,May,1.22,core-utilization,1.0x-1.3x,3
New York City -> Chicago,Jun,0.98,core-utilization,0.7x-1.0x,2
New York City -> Chicago,Jul,0.96,core-utilization,0.7x-1.0x,2
New York City -> Chicago,Aug,1.07,core-utilization,1.0x-1.3x,3
New York City -> Chicago,Sep,1.23,core-utilization,1.0x-1.3x,3
New York City -> Chicago,Oct,1.42,core-utilization,1.3x-1.6x,4
New York City -> Chicago,Nov,1.28,core-utilization,1.0x-1.3x,3
New York City -> Chicago,Dec,0.92,core-utilization,0.7x-1.0x,2
New York City -> Dallas,Jan,0.33,core-utilization,< 0.5x,0
New York City -> Dallas,Feb,0.56,core-utilization,0.5x-0.7x,1
New York City -> Dallas,Mar,1.0,core-utilization,1.0x-1.3x,3
New York City -> Dallas,Apr,0.78,core-utilization,0.7x-1.0x,2
New York City -> Dallas,May,1.22,core-utilization,1.0x-1.3x,3
New York City -> Dallas,Jun,1.28,core-utilization,1.0x-1.3x,3
New York City -> Dallas,Jul,0.94,core-utilization,0.7x-1.0x,2
New York City -> Dallas,Aug,0.94,core-utilization,0.7x-1.0x,2
New York City -> Dallas,Sep,1.61,core-utilization,>= 1.6x,5
New York City -> Dallas,Oct,1.39,core-utilization,1.3x-1.6x,4
New York City -> Dallas,Nov,0.94,core-utilization,0.7x-1.0x,2
New York City -> Dallas,Dec,1.0,core-utilization,1.0x-1.3x,3
New York City -> Houston,Jan,0.42,core-utilization,< 0.5x,0
New York City -> Houston,Feb,1.26,core-utilization,1.0x-1.3x,3
New York City -> Houston,Mar,0.56,core-utilization,0.5x-0.7x,1
New York City -> Houston,Apr,0.7,core-utilization,0.7x-1.0x,2
New York City -> Houston,May,0.42,core-utilization,< 0.5x,0
New York City -> Houston,Jun,1.81,core-utilization,>= 1.6x,5
New York City -> Houston,Jul,0.84,core-utilization,0.7x-1.0x,2
New York City -> Houston,Aug,0.84,core-utilization,0.7x-1.0x,2
New York City -> Houston,Sep,0.98,core-utilization,0.7x-1.0x,2
New York City -> Houston,Oct,1.95,core-utilization,>= 1.6x,5
New York City -> Houston,Nov,1.67,core-utilization,>= 1.6x,5
New York City -> Houston,Dec,0.56,core-utilization,0.5x-0.7x,1
New York City -> San Antonio,Jan,0.0,core-utilization,< 0.5x,0
New York City -> San Antonio,Feb,0.0,core-utilization,< 0.5x,0
New York City -> San Antonio,Mar,0.88,core-utilization,0.7x-1.0x,2
New York City -> San Antonio,Apr,0.0,core-utilization,< 0.5x,0
New York City -> San Antonio,May,1.46,core-utilization,1.3x-1.6x,4
New York City -> San Antonio,Jun,1.17,core-utilization,1.0x-1.3x,3
New York City -> San Antonio,Jul,0.29,core-utilization,< 0.5x,0
New York City -> San Antonio,Aug,2.34,core-utilization,>= 1.6x,5
New York City -> San Antonio,Sep,1.76,core-utilization,>= 1.6x,5
New York City -> San Antonio,Oct,2.63,core-utilization,>= 1.6x,5
New York City -> San Antonio,Nov,1.17,core-utilization,1.0x-1.3x,3
New York City -> San Antonio,Dec,0.29,core-utilization,< 0.5x,0
New York City -> St. Louis,Jan,0.69,core-utilization,0.5x-0.7x,1
New York City -> St. Louis,Feb,0.75,core-utilization,0.7x-1.0x,2
New York City -> St. Louis,Mar,0.93,core-utilization,0.7x-1.0x,2
New York City -> St. Louis,Apr,0.75,core-utilization,0.7x-1.0x,2
New York City -> St. Louis,May,1.03,core-utilization,1.0x-1.3x,3
New York City -> St. Louis,Jun,1.1,core-utilization,1.0x-1.3x,3
New York City -> St. Louis,Jul,0.82,core-utilization,0.7x-1.0x,2
New York City -> St. Louis,Aug,0.89,core-utilization,0.7x-1.0x,2
New York City -> St. Louis,Sep,1.61,core-utilization,>= 1.6x,5
New York City -> St. Louis,Oct,1.41,core-utilization,1.3x-1.6x,4
New York City -> St. Louis,Nov,1.06,core-utilization,1.0x-1.3x,3
New York City -> St. Louis,Dec,0.96,core-utilization,0.7x-1.0x,2
Philadelphia -> St. Louis,Jan,0.27,core-utilization,< 0.5x,0
Philadelphia -> St. Louis,Feb,0.8,core-utilization,0.7x-1.0x,2
Philadelphia -> St. Louis,Mar,0.8,core-utilization,0.7x-1.0x,2
Philadelphia -> St. Louis,Apr,1.33,core-utilization,1.3x-1.6x,4
Philadelphia -> St. Louis,May,1.87,core-utilization,>= 1.6x,5
Philadelphia -> St. Louis,Jun,0.93,core-utilization,0.7x-1.0x,2
Philadelphia -> St. Louis,Jul,0.53,core-utilization,0.5x-0.7x,1
Philadelphia -> St. Louis,Aug,1.2,core-utilization,1.0x-1.3x,3
Philadelphia -> St. Louis,Sep,1.33,core-utilization,1.3x-1.6x,4
Philadelphia -> St. Louis,Oct,2.0,core-utilization,>= 1.6x,5
Philadelphia -> St. Louis,Nov,0.67,core-utilization,0.5x-0.7x,1
Philadelphia -> St. Louis,Dec,0.27,core-utilization,< 0.5x,0
Pittsburgh -> Atlanta,Jan,0.69,core-utilization,0.5x-0.7x,1
Pittsburgh -> Atlanta,Feb,1.03,core-utilization,1.0x-1.3x,3
Pittsburgh -> Atlanta,Mar,0.69,core-utilization,0.5x-0.7x,1
Pittsburgh -> Atlanta,Apr,1.71,core-utilization,>= 1.6x,5
Pittsburgh -> Atlanta,May,0.69,core-utilization,0.5x-0.7x,1
Pittsburgh -> Atlanta,Jun,1.03,core-utilization,1.0x-1.3x,3
Pittsburgh -> Atlanta,Jul,0.86,core-utilization,0.7x-1.0x,2
Pittsburgh -> Atlanta,Aug,1.03,core-utilization,1.0x-1.3x,3
Pittsburgh -> Atlanta,Sep,1.71,core-utilization,>= 1.6x,5
Pittsburgh -> Atlanta,Oct,2.06,core-utilization,>= 1.6x,5
Pittsburgh -> Atlanta,Nov,0.34,core-utilization,< 0.5x,0
Pittsburgh -> Atlanta,Dec,0.17,core-utilization,< 0.5x,0
Pittsburgh -> New York City,Jan,0.0,core-utilization,< 0.5x,0
Pittsburgh -> New York City,Feb,0.0,core-utilization,< 0.5x,0
Pittsburgh -> New York City,Mar,0.43,core-utilization,< 0.5x,0
Pittsburgh -> New York City,Apr,1.71,core-utilization,>= 1.6x,5
Pittsburgh -> New York City,May,0.86,core-utilization,0.7x-1.0x,2
Pittsburgh -> New York City,Jun,1.29,core-utilization,1.0x-1.3x,3
Pittsburgh -> New York City,Jul,1.29,core-utilization,1.0x-1.3x,3
Pittsburgh -> New York City,Aug,0.86,core-utilization,0.7x-1.0x,2
Pittsburgh -> New York City,Sep,1.71,core-utilization,>= 1.6x,5
Pittsburgh -> New York City,Oct,2.57,core-utilization,>= 1.6x,5
Pittsburgh -> New York City,Nov,1.29,core-utilization,1.0x-1.3x,3
Pittsburgh -> New York City,Dec,0.0,core-utilization,< 0.5x,0
San Antonio -> Boston,Jan,0.55,core-utilization,0.5x-0.7x,1
